"client_rk","visit_dttm","registration_flag","application_flag","finish_flag"
2961,2023-01-17 22:08:31.922,0,0,0
2774,2022-10-16 02:08:27.577,0,0,0
4021,2023-01-06 17:04:05.888,0,0,0
1379,2022-09-01 04:46:44.525,0,0,0
3989,2023-01-18 07:33:37.167,0,0,0
1917,2022-12-17 20:45:30.054,0,0,0
3120,2022-10-05 23:25:52.582,1,1,1
2343,2022-11-20 23:35:38.518,0,0,0
3467,2022-09-07 03:38:46.883,0,0,0
3861,2022-09-26 00:09:36.628,0,0,0
212,2022-12-31 17:10:01.316,0,0,0
4053,2022-09-23 18:49:47.155,0,0,0
1080,2023-01-07 12:14:31.424,0,0,0
3658,2022-12-07 01:57:38.590,0,0,0
36,2022-09-30 22:58:27.223,0,0,0
2662,2022-11-07 15:59:56.006,1,1,1
511,2022-10-09 00:41:42.239,1,1,1
1666,2022-11-26 13:39:48.642,0,0,0
3248,2022-09-15 21:38:10.827,0,0,0
3594,2022-09-17 07:15:05.031,1,0,0
3009,2022-12-18 12:18:59.838,0,0,0
3893,2023-01-19 10:50:59.086,0,0,0
2029,2022-10-13 08:41:52.028,0,0,0
3754,2022-12-31 13:05:41.320,1,0,0
3845,2023-01-06 17:01:00.804,1,0,0
1821,2022-12-13 04:15:22.666,0,0,0
3387,2022-11-11 04:07:24.716,0,0,0
244,2022-10-31 03:36:17.446,0,0,0
1698,2023-01-26 11:55:45.924,1,0,0
2913,2022-12-06 07:23:53.398,0,0,0
2391,2022-10-01 07:33:15.874,0,0,0
2849,2022-11-06 16:21:55.684,0,0,0
180,2023-01-18 17:42:35.682,1,0,0
3738,2022-11-27 08:32:44.573,0,0,0
2188,2022-12-08 08:12:20.572,1,1,1
542,2022-10-27 22:49:23.419,0,0,0
3371,2022-09-11 03:00:36.914,0,0,0
1459,2022-10-19 20:09:13.016,0,0,0
590,2022-12-24 20:14:02.979,0,0,0
2742,2022-12-15 18:19:28.428,0,0,0
2156,2022-09-02 11:48:07.265,1,0,0
2268,2022-11-01 02:19:15.073,1,0,0
3296,2022-11-29 03:57:48.056,0,0,0
1475,2023-01-13 03:59:30.105,1,0,0
2806,2022-10-01 04:39:19.910,0,0,0
3168,2023-01-02 10:27:07.728,0,0,0
1949,2022-11-11 09:15:34.821,0,0,0
825,2022-09-29 14:25:47.936,0,0,0
2551,2022-09-12 04:48:40.300,0,0,0
841,2023-01-06 21:32:34.783,1,1,0
3909,2023-01-19 06:08:24.103,1,1,0
1208,2022-12-13 19:40:50.099,0,0,0
1331,2023-01-28 23:57:10.866,0,0,0
1240,2023-01-13 09:53:58.812,0,0,0
3579,2022-11-26 12:56:38.401,0,0,0
2108,2023-01-30 11:03:42.934,0,0,0
2993,2023-01-08 21:21:22.019,1,0,0
2375,2022-12-21 03:03:51.463,0,0,0
1981,2022-11-03 10:15:04.207,0,0,0
1682,2022-12-27 15:01:37.969,1,0,0
2598,2022-10-11 14:05:28.680,0,0,0
873,2023-01-18 10:45:00.579,0,0,0
351,2022-10-09 10:50:20.271,0,0,0
2945,2022-09-29 22:04:42.683,0,0,0
2817,2022-11-02 19:11:41.073,0,0,0
1586,2022-09-23 07:36:24.943,0,0,0
2236,2022-11-27 09:23:53.082,1,0,0
2929,2022-12-17 02:23:04.163,0,0,0
670,2022-11-11 22:55:20.977,0,0,0
196,2022-10-13 18:58:28.984,0,0,0
1144,2023-01-17 02:31:50.595,0,0,0
3547,2023-01-03 10:47:26.382,0,0,0
905,2022-09-02 03:52:04.977,0,0,0
2535,2022-12-25 04:09:44.021,1,0,0
3722,2022-10-28 15:30:07.814,0,0,0
1347,2023-01-27 16:16:33.980,0,0,0
3184,2022-12-14 09:01:05.000,0,0,0
2045,2022-11-14 14:37:04.661,0,0,0
1001,2022-11-13 07:36:05.595,0,0,0
2865,2023-01-25 23:51:56.858,0,0,0
985,2022-10-25 18:12:06.032,1,0,0
3312,2022-12-06 10:02:17.040,0,0,0
2726,2022-12-18 12:02:53.004,0,0,0
3626,2022-09-04 07:25:04.368,1,0,0
953,2022-09-11 13:11:32.761,1,0,0
383,2022-12-12 23:19:12.079,1,0,0
3877,2022-12-19 22:26:46.648,0,0,0
431,2022-10-22 23:49:08.170,0,0,0
2519,2022-10-01 07:50:12.213,0,0,0
3834,2022-12-23 04:38:12.523,1,0,0
921,2022-10-22 17:51:29.361,0,0,0
3925,2022-12-09 12:44:56.572,0,0,0
3088,2022-11-11 22:08:02.857,0,0,0
68,2022-09-16 13:40:28.165,0,0,0
2439,2022-12-09 00:42:36.665,0,0,0
2140,2022-12-24 05:37:28.928,1,0,0
2092,2023-01-13 17:55:40.685,1,0,0
1272,2023-01-22 23:22:50.909,1,0,0
3690,2022-12-20 09:05:06.900,0,0,0
702,2022-11-03 22:27:20.649,1,0,0
2678,2022-09-02 17:34:32.983,0,0,0
2455,2022-11-29 04:53:45.876,0,0,0
2220,2022-10-20 22:39:42.615,0,0,0
3451,2022-10-23 23:40:48.031,0,0,0
2423,2022-10-09 17:15:41.242,0,0,0
2790,2023-01-17 04:24:03.057,0,0,0
1538,2022-11-30 02:48:14.694,1,0,0
1256,2022-09-29 03:59:27.146,0,0,0
1224,2023-02-01 14:13:09.671,0,0,0
1443,2022-10-15 16:16:31.665,0,0,0
2487,2023-01-12 22:42:33.981,1,0,0
3802,2022-11-13 10:25:31.975,1,0,0
606,2022-09-23 00:25:35.401,0,0,0
335,2022-10-24 22:09:07.909,1,1,1
734,2023-01-17 10:34:21.738,0,0,0
1714,2022-11-15 18:43:41.623,0,0,0
1805,2023-01-31 05:57:11.227,0,0,0
1096,2022-12-05 16:41:50.029,1,0,0
1730,2023-01-03 14:51:51.768,0,0,0
3674,2022-12-28 11:27:07.164,0,0,0
2252,2022-11-28 12:04:22.686,1,0,0
3403,2022-09-03 16:30:43.531,0,0,0
3531,2022-11-28 15:36:33.159,0,0,0
2881,2023-01-04 23:23:31.797,0,0,0
2327,2022-12-21 10:37:40.108,1,0,0
2630,2022-12-07 21:05:35.319,0,0,0
718,2022-09-04 03:54:12.842,0,0,0
1192,2023-01-14 06:12:27.596,0,0,0
2694,2023-01-04 02:47:18.717,0,0,0
3563,2023-01-05 00:02:08.693,0,0,0
3770,2022-09-07 12:57:11.704,1,0,0
1554,2022-12-07 22:02:34.614,1,1,1
1128,2023-01-26 10:46:10.939,1,1,0
4,2022-11-30 04:44:11.949,1,1,1
2833,2022-10-11 01:42:08.434,1,0,0
3818,2022-09-09 15:35:14.038,0,0,0
1411,2022-10-14 22:50:32.442,0,0,0
2407,2022-11-17 15:33:58.244,0,0,0
3264,2022-11-01 00:59:29.308,0,0,0
3104,2022-10-03 03:58:34.486,1,1,1
463,2022-09-18 20:33:46.157,0,0,0
1315,2022-09-30 07:36:09.050,1,0,0
3419,2022-11-07 02:55:21.854,1,1,1
52,2022-09-26 19:29:55.118,1,0,0
1160,2022-12-10 02:19:53.602,1,1,1
526,2022-09-28 07:06:03.260,0,0,0
766,2023-01-04 20:53:32.304,0,0,0
1602,2022-09-07 21:54:48.101,0,0,0
1176,2022-11-28 10:03:25.741,0,0,0
228,2023-01-03 22:01:07.405,0,0,0
777,2022-11-24 21:22:09.359,0,0,0
4069,2022-11-18 03:58:46.627,0,0,0
3280,2022-09-13 03:30:38.038,1,0,0
1762,2023-01-28 07:58:44.276,0,0,0
1299,2022-09-27 06:19:25.891,0,0,0
2977,2022-11-15 13:37:33.721,0,0,0
2172,2023-01-02 08:18:24.350,0,0,0
3136,2023-01-20 21:07:35.212,1,1,1
3706,2022-11-16 13:09:09.903,0,0,0
2076,2022-10-11 03:33:38.553,0,0,0
686,2022-10-17 00:27:00.914,0,0,0
3957,2022-12-15 04:15:04.462,1,1,0
100,2022-10-27 06:30:50.188,0,0,0
1363,2022-09-20 22:56:40.301,0,0,0
1048,2022-12-18 02:14:03.328,0,0,0
3355,2022-12-09 01:09:15.443,0,0,0
495,2022-11-28 19:41:08.936,0,0,0
4085,2022-12-28 02:23:22.365,1,0,0
3152,2022-12-12 00:19:43.987,1,0,0
1523,2023-01-04 10:18:17.718,0,0,0
2566,2022-09-10 07:57:23.902,0,0,0
4005,2022-09-20 13:20:56.457,0,0,0
1507,2022-10-18 22:09:13.114,0,0,0
2013,2023-01-25 08:58:09.541,0,0,0
1064,2022-12-12 03:59:45.938,0,0,0
20,2022-12-17 19:12:33.927,0,0,0
145,2023-01-10 21:46:29.042,0,0,0
2414,2023-01-06 13:26:54.652,1,0,0
470,2022-09-24 07:13:41.819,0,0,0
3458,2023-01-23 00:59:56.396,0,0,0
3779,2022-09-30 17:07:21.909,0,0,0
3245,2022-12-31 01:22:59.602,0,0,0
3261,2022-12-24 12:40:00.437,0,0,0
2884,2022-11-27 08:20:20.780,0,0,0
4008,2022-09-03 14:26:32.542,0,0,0
310,2022-10-28 22:30:19.413,0,0,0
956,2022-12-26 14:55:09.616,0,0,0
3213,2022-11-25 10:32:33.239,1,0,0
65,2023-01-02 01:51:27.019,0,0,0
2089,2023-01-29 23:56:56.876,0,0,0
1563,2022-11-12 23:43:49.191,1,0,0
844,2023-01-01 02:42:32.188,0,0,0
2948,2022-10-03 22:36:08.437,1,1,1
177,2022-10-27 10:42:30.223,0,0,0
262,2022-10-06 12:08:33.017,0,0,0
1269,2023-02-02 00:38:31.036,0,0,0
567,2022-09-25 20:37:15.342,0,0,0
2201,2022-11-11 17:12:31.465,1,1,0
3864,2023-01-21 00:19:14.225,0,0,0
2510,2022-10-02 01:26:27.705,0,0,0
3362,2022-10-12 18:58:49.964,1,0,0
4040,2023-01-03 19:38:38.980,0,0,0
2265,2022-12-13 13:50:16.093,1,0,0
988,2023-01-15 00:14:13.235,0,0,0
924,2022-11-10 01:24:20.289,0,0,0
1020,2023-01-11 05:56:28.384,0,0,0
2249,2022-11-14 06:04:18.800,0,0,0
4056,2023-01-07 18:09:13.185,0,0,0
1338,2022-09-28 11:08:00.304,1,0,0
1450,2022-11-20 04:37:13.894,0,0,0
1984,2022-12-21 02:22:11.980,1,0,0
711,2023-01-26 16:07:02.290,0,0,0
81,2023-01-19 20:10:55.972,1,0,0
812,2022-11-04 19:45:41.966,0,0,0
1253,2022-10-01 22:50:44.791,0,0,0
3619,2022-11-07 16:03:21.264,1,0,0
2980,2022-10-05 09:43:46.206,0,0,0
2719,2022-10-02 20:55:43.764,1,1,1
2462,2023-01-01 06:30:00.541,1,0,0
129,2023-01-03 01:06:36.510,0,0,0
326,2022-12-20 22:41:45.562,0,0,0
2217,2022-10-23 20:49:16.301,0,0,0
3012,2022-10-20 05:33:06.413,0,0,0
1386,2022-10-20 04:01:20.734,0,0,0
972,2022-09-14 19:33:18.828,0,0,0
1466,2023-01-13 23:50:11.969,0,0,0
1077,2022-09-04 21:53:32.933,1,0,0
1707,2022-12-25 16:51:00.205,1,1,0
2494,2022-09-01 15:46:18.623,0,0,0
3117,2022-10-02 21:00:52.766,0,0,0
3442,2022-12-25 22:11:43.204,0,0,0
1306,2022-11-06 08:17:49.106,0,0,0
3474,2022-09-09 06:22:37.283,0,0,0
1354,2022-12-13 10:02:59.964,0,0,0
1579,2022-11-21 18:17:41.197,0,0,0
1968,2023-01-14 23:09:53.379,0,0,0
2607,2023-01-29 15:19:30.620,0,0,0
3394,2022-12-12 23:00:34.332,0,0,0
294,2023-01-12 23:36:13.849,0,0,0
3992,2022-12-16 22:57:41.962,0,0,0
3229,2022-12-08 19:17:03.542,0,0,0
4088,2023-01-13 18:19:31.108,0,0,0
225,2022-11-27 02:07:59.946,0,0,0
2639,2022-12-15 04:17:48.542,1,0,0
2478,2022-11-06 11:29:05.386,1,1,0
1840,2022-11-29 16:16:21.996,1,0,0
1530,2022-11-02 03:58:12.724,1,0,0
3960,2022-10-20 05:32:09.380,0,0,0
1936,2022-11-15 23:02:16.356,0,0,0
1322,2022-09-01 14:05:57.668,0,0,0
535,2022-11-02 21:12:51.984,0,0,0
33,2022-11-02 11:12:38.441,0,0,0
908,2023-01-09 19:08:38.611,1,1,0
3490,2022-09-24 08:18:47.066,0,0,0
2000,2023-01-31 18:13:28.572,1,1,0
3715,2023-01-22 02:20:16.604,0,0,0
1723,2022-11-26 23:06:48.522,0,0,0
2446,2023-01-29 17:17:58.479,1,1,0
1141,2022-11-24 09:42:53.475,0,0,0
3410,2022-11-27 10:35:29.060,0,0,0
2281,2022-11-16 04:34:07.819,1,0,0
828,2023-01-14 12:30:30.152,0,0,0
1595,2022-10-22 00:26:25.312,0,0,0
3795,2022-10-06 04:49:49.581,0,0,0
1004,2022-09-20 06:22:30.950,0,0,0
3197,2022-11-11 08:36:29.362,0,0,0
2916,2022-12-17 10:31:15.690,0,0,0
1290,2023-01-18 04:25:47.396,0,0,0
3149,2022-11-19 05:22:00.890,0,0,0
3928,2022-12-10 04:10:59.792,1,0,0
3896,2022-11-07 10:01:06.087,0,0,0
2687,2022-09-13 20:30:56.879,0,0,0
1771,2022-10-13 02:57:35.588,1,0,0
2398,2023-01-07 04:32:57.473,1,0,0
438,2023-01-15 09:55:55.164,0,0,0
1952,2023-01-26 09:28:15.702,0,0,0
1482,2022-10-19 09:03:01.314,1,0,0
3827,2023-01-27 12:59:59.100,1,1,0
2783,2022-09-15 23:34:22.221,0,0,0
2964,2022-11-14 22:13:16.443,0,0,0
3309,2022-11-29 21:20:13.365,0,0,0
679,2023-01-04 11:40:36.051,0,0,0
278,2022-10-18 03:59:41.438,0,0,0
1157,2022-12-13 20:09:10.100,0,0,0
1125,2022-12-27 10:59:44.556,0,0,0
390,2022-12-24 06:41:03.801,1,1,1
3731,2022-11-24 08:24:42.204,0,0,0
1221,2022-12-13 12:36:17.132,0,0,0
2185,2023-01-16 20:08:05.127,0,0,0
1872,2023-01-17 01:29:07.786,0,0,0
2868,2022-12-18 12:22:26.936,1,0,0
2350,2022-10-28 06:52:00.540,0,0,0
2382,2022-11-30 22:08:20.105,0,0,0
2655,2022-09-06 08:14:21.969,0,0,0
3028,2022-12-10 04:57:20.173,1,1,0
1659,2022-12-23 16:21:19.155,0,0,0
2057,2022-11-18 16:33:25.510,0,0,0
780,2022-10-31 22:38:26.832,0,0,0
3554,2022-11-22 14:27:57.308,1,0,0
1370,2022-10-03 15:14:01.150,1,0,0
2105,2022-10-16 04:37:24.665,0,0,0
3651,2022-10-11 20:37:09.052,1,0,0
2996,2022-12-12 16:51:31.892,0,0,0
2932,2022-10-23 23:31:52.897,0,0,0
3378,2022-11-09 20:51:20.484,0,0,0
241,2022-10-12 14:45:52.889,1,0,0
727,2022-09-12 12:05:05.852,1,0,0
860,2022-11-08 03:43:06.988,0,0,0
2799,2022-11-22 06:42:45.807,1,0,0
2558,2022-09-16 20:38:25.982,0,0,0
2334,2022-09-12 08:00:42.207,1,1,1
940,2022-12-09 02:29:49.635,0,0,0
2233,2022-10-17 05:34:25.826,0,0,0
193,2023-01-01 01:17:42.465,0,0,0
2623,2022-09-15 15:39:25.219,1,1,1
663,2023-01-07 23:19:54.314,1,1,1
1514,2022-11-03 14:27:58.840,0,0,0
406,2022-12-06 00:53:17.278,0,0,0
3181,2022-09-22 03:12:26.102,0,0,0
2852,2022-10-31 04:36:52.507,1,0,0
1402,2022-10-05 07:10:23.605,0,0,0
2121,2022-09-07 08:33:35.027,1,0,0
3811,2022-11-01 06:42:49.861,0,0,0
1611,2023-01-14 02:54:09.747,0,0,0
502,2022-11-12 07:39:03.771,0,0,0
3880,2022-12-12 19:55:45.810,0,0,0
1792,2022-09-03 23:11:45.840,1,0,0
695,2022-10-12 23:32:31.306,0,0,0
1418,2022-11-18 10:21:42.683,0,0,0
2297,2022-11-04 11:46:32.655,1,0,0
3060,2022-10-01 20:13:25.990,0,0,0
3763,2023-01-27 00:51:31.021,0,0,0
2542,2022-12-29 18:02:36.958,0,0,0
97,2023-01-16 03:04:28.147,0,0,0
631,2022-12-22 20:11:14.476,0,0,0
374,2022-09-20 15:56:17.332,0,0,0
3603,2022-09-04 21:00:26.733,1,1,1
2703,2022-12-01 08:57:47.618,0,0,0
3133,2023-01-11 07:55:42.465,0,0,0
3570,2023-01-12 19:57:31.943,0,0,0
358,2022-10-24 20:02:32.736,1,0,0
2900,2022-09-02 15:51:28.233,0,0,0
3747,2023-01-16 15:41:42.603,0,0,0
2153,2022-10-27 12:36:36.312,0,0,0
2032,2022-11-03 08:59:20.224,0,0,0
17,2022-12-03 04:07:29.492,0,0,0
2366,2022-12-27 03:19:54.703,0,0,0
1,2022-09-27 04:47:55.218,0,0,0
1434,2023-01-21 17:22:57.958,1,0,0
2430,2023-01-03 09:48:37.109,1,1,0
209,2023-01-23 22:04:28.268,0,0,0
3044,2022-11-21 03:57:11.234,1,1,1
743,2022-10-09 11:52:50.328,0,0,0
113,2022-11-07 10:15:42.844,0,0,0
1547,2022-12-27 12:09:11.220,0,0,0
2575,2022-10-02 20:31:16.407,1,0,0
2016,2023-01-03 21:48:11.331,0,0,0
3346,2022-12-30 05:44:52.870,1,0,0
3667,2022-12-05 17:30:14.804,0,0,0
615,2022-12-18 17:56:32.125,0,0,0
1787,2022-10-02 17:09:08.237,0,0,0
486,2022-09-06 00:00:10.844,0,0,0
519,2023-02-01 06:44:57.960,0,0,0
342,2022-09-06 15:20:59.716,0,0,0
3912,2022-10-26 09:55:04.519,0,0,0
3330,2022-11-14 20:53:16.973,0,0,0
3325,2022-10-12 03:23:49.812,0,0,0
2671,2022-11-22 14:00:58.028,1,1,1
1888,2023-01-25 23:32:33.993,0,0,0
2073,2022-09-19 07:44:31.179,0,0,0
1045,2022-11-29 18:20:38.399,1,0,0
2820,2022-10-29 07:33:00.518,0,0,0
3506,2022-11-17 22:19:39.573,0,0,0
2137,2022-10-27 14:51:06.996,0,0,0
1029,2022-11-20 14:45:26.256,0,0,0
647,2022-10-06 04:44:46.242,0,0,0
876,2023-01-26 13:35:35.751,0,0,0
1904,2023-01-03 05:34:43.174,0,0,0
2735,2022-09-04 18:29:02.443,1,1,1
1808,2022-11-12 07:46:35.477,0,0,0
3848,2022-09-17 09:52:47.376,0,0,0
1093,2022-09-04 16:18:42.210,0,0,0
3277,2022-11-27 02:11:51.562,0,0,0
1189,2022-12-22 14:19:24.068,0,0,0
454,2022-12-20 07:16:53.420,0,0,0
1498,2022-10-03 01:40:27.008,0,0,0
2526,2023-01-23 13:26:20.759,0,0,0
2767,2022-12-08 05:57:56.077,1,0,0
1856,2022-11-27 00:46:54.453,0,0,0
759,2022-12-13 18:14:40.250,0,0,0
4024,2022-10-25 18:24:18.549,0,0,0
2836,2022-10-16 07:47:11.031,1,0,0
1755,2022-09-02 21:40:57.479,1,0,0
2169,2022-11-07 21:47:54.427,0,0,0
3101,2023-01-10 20:24:01.075,1,0,0
1739,2022-09-29 16:02:57.035,0,0,0
1173,2022-11-29 06:58:48.303,0,0,0
583,2022-09-12 17:48:07.904,1,1,1
3944,2022-10-11 14:46:38.144,0,0,0
3522,2022-10-21 05:12:48.441,0,0,0
3635,2022-12-26 05:50:20.020,0,0,0
1373,2022-11-04 13:21:04.353,0,0,0
1811,2023-01-07 14:09:14.644,0,0,0
863,2022-10-14 00:46:37.814,0,0,0
3413,2022-10-11 08:09:28.305,0,0,0
1309,2022-09-14 11:32:29.837,0,0,0
1389,2023-01-21 23:27:34.248,1,1,0
596,2023-02-01 04:09:11.738,0,0,0
3015,2022-12-17 01:50:31.827,0,0,0
2812,2022-12-12 11:53:05.020,0,0,0
724,2023-01-09 09:37:02.201,0,0,0
1704,2022-11-05 08:28:52.724,0,0,0
2983,2023-01-09 07:10:14.372,0,0,0
361,2022-09-17 22:10:32.740,0,0,0
2054,2022-11-30 16:49:34.586,0,0,0
1405,2022-09-19 01:29:37.548,0,0,0
265,2022-12-24 16:55:54.039,1,1,0
3616,2022-09-05 16:19:02.842,1,1,0
2182,2022-11-28 07:55:11.891,0,0,0
3146,2022-09-25 12:53:24.580,0,0,0
1955,2023-01-18 18:25:14.937,1,0,0
2764,2022-10-06 04:35:48.716,0,0,0
3915,2023-01-06 05:33:30.707,0,0,0
3648,2022-10-04 01:12:43.185,0,0,0
1202,2022-10-12 01:19:20.831,0,0,0
2967,2022-11-23 03:12:11.537,0,0,0
3322,2022-09-14 14:58:56.413,0,0,0
158,2022-09-22 19:45:45.886,0,0,0
2385,2022-09-12 19:59:21.701,0,0,0
3365,2022-11-26 14:04:12.950,0,0,0
457,2022-11-16 05:04:52.023,1,0,0
815,2023-01-12 22:26:29.539,0,0,0
1878,2022-11-15 18:00:01.302,0,0,0
3673,2022-12-19 21:21:40.540,1,0,0
3817,2022-12-20 08:10:53.506,0,0,0
464,2022-12-24 22:14:04.087,0,0,0
1404,2022-12-07 15:11:40.504,1,0,0
2962,2022-11-30 02:28:39.437,1,0,0
2749,2023-01-08 20:08:05.592,1,0,0
2733,2022-09-11 06:14:35.403,0,0,0
970,2023-01-16 10:31:15.935,0,0,0
2813,2023-01-13 20:46:10.374,0,0,0
384,2023-01-01 19:00:38.733,0,0,0
2669,2023-01-23 17:57:25.271,0,0,0
3103,2022-11-27 08:43:32.002,0,0,0
2360,2022-12-05 15:08:27.260,1,0,0
2083,2023-01-25 05:48:48.610,0,0,0
2051,2022-10-08 02:21:36.416,0,0,0
2866,2023-01-05 13:50:29.035,0,0,0
2685,2022-10-17 03:23:11.069,0,0,0
3295,2022-10-21 08:06:13.970,0,0,0
565,2022-11-09 08:34:14.124,0,0,0
251,2023-01-23 12:45:58.149,0,0,0
2504,2022-09-02 23:28:26.906,0,0,0
3609,2022-10-24 10:22:20.808,0,0,0
1500,2022-09-08 18:21:53.420,0,0,0
2472,2022-11-07 23:00:08.170,1,0,0
3428,2022-10-22 23:32:33.492,1,0,0
2408,2022-12-01 13:19:34.034,0,0,0
741,2022-09-27 19:59:15.807,1,0,0
2440,2022-10-28 03:21:05.155,0,0,0
3982,2022-10-16 18:56:33.616,0,0,0
3151,2022-12-21 13:31:54.789,0,0,0
1175,2023-01-26 11:35:49.470,0,0,0
3721,2022-11-09 22:51:39.089,0,0,0
3572,2023-01-08 23:29:56.562,0,0,0
2488,2022-09-20 04:29:24.535,1,0,0
3753,2022-10-02 23:04:02.192,0,0,0
2653,2022-11-05 19:38:19.957,1,0,0
613,2022-12-19 06:24:59.310,0,0,0
1255,2022-09-04 04:15:42.228,0,0,0
320,2022-12-19 06:37:08.332,1,0,0
2930,2022-10-07 16:55:45.346,1,0,0
3476,2023-01-07 00:47:31.135,0,0,0
3348,2022-09-09 00:12:48.002,0,0,0
2621,2023-01-09 17:42:41.792,0,0,0
2243,2022-10-15 06:37:33.834,0,0,0
2038,2022-09-11 23:09:07.150,1,0,0
2914,2022-12-18 16:21:18.741,0,0,0
1537,2022-12-20 00:50:10.223,0,0,0
1239,2022-10-08 11:26:16.736,1,0,0
448,2022-11-05 04:08:39.985,0,0,0
75,2022-10-24 05:39:13.495,1,0,0
2589,2022-09-29 13:30:47.552,0,0,0
1681,2022-11-17 09:16:36.798,0,0,0
2978,2023-01-30 19:00:28.408,0,0,0
400,2022-10-06 04:40:28.666,0,0,0
2179,2022-12-21 07:26:16.405,1,0,0
3199,2023-01-25 17:14:21.846,0,0,0
1452,2022-12-18 23:01:44.073,1,1,0
2163,2022-12-05 22:37:21.921,0,0,0
2717,2022-12-07 00:17:59.618,0,0,0
2006,2022-12-13 05:22:24.395,0,0,0
3183,2023-01-13 18:34:44.186,0,0,0
2312,2022-10-03 21:11:12.461,0,0,0
3460,2022-10-23 01:47:58.787,0,0,0
4094,2022-11-03 00:49:22.469,0,0,0
1777,2022-10-09 02:17:44.125,0,0,0
3833,2022-12-13 16:24:16.452,1,1,0
1191,2022-12-12 17:09:42.897,0,0,0
794,2022-10-03 07:35:27.636,1,0,0
2115,2022-10-02 12:58:09.157,0,0,0
1649,2023-01-04 15:31:47.748,1,1,0
2781,2022-11-28 05:45:31.622,0,0,0
581,2023-01-25 01:07:55.785,0,0,0
4014,2022-11-13 00:57:37.582,0,0,0
2275,2022-11-23 11:42:03.002,0,0,0
256,2022-11-16 04:22:26.474,0,0,0
1532,2022-11-02 20:11:31.525,0,0,0
677,2022-09-13 05:37:50.820,0,0,0
3705,2022-12-22 04:25:47.317,0,0,0
3364,2023-01-27 18:24:18.789,0,0,0
1665,2023-01-28 01:02:33.691,0,0,0
2022,2022-11-19 04:07:47.882,1,0,0
1420,2022-10-04 11:52:58.191,0,0,0
219,2023-01-19 14:56:23.519,1,0,0
1143,2022-09-04 13:07:01.356,1,1,1
3934,2022-09-03 11:37:12.792,1,0,0
597,2022-12-31 13:16:13.389,0,0,0
1095,2022-12-11 06:04:07.522,0,0,0
272,2023-01-01 06:58:04.867,0,0,0
3058,2022-10-09 17:01:41.846,0,0,0
3508,2022-12-06 16:16:13.637,0,0,0
187,2022-09-27 05:31:50.032,1,0,0
1372,2022-10-06 11:19:20.545,0,0,0
171,2022-09-27 12:11:10.939,1,0,0
480,2022-09-30 04:53:47.207,0,0,0
826,2022-09-29 23:40:01.644,0,0,0
3556,2022-10-16 03:52:28.438,1,1,1
4078,2023-01-14 04:00:36.922,0,0,0
432,2022-12-14 13:54:37.257,0,0,0
2818,2022-11-17 10:03:06.441,0,0,0
517,2023-01-24 01:46:54.602,0,0,0
1862,2023-01-24 05:19:03.738,0,0,0
3396,2022-11-06 23:33:23.715,0,0,0
757,2022-10-28 18:05:49.624,0,0,0
778,2022-10-07 01:25:11.767,0,0,0
1814,2023-01-09 16:46:58.179,0,0,0
2850,2022-12-01 19:11:42.248,0,0,0
2605,2023-01-01 07:02:51.508,0,0,0
3854,2022-10-09 16:54:36.113,0,0,0
3042,2023-01-31 09:32:47.523,1,1,0
2637,2022-10-23 14:45:17.925,0,0,0
3966,2022-09-04 00:53:27.806,1,0,0
1974,2022-11-29 17:28:20.162,0,0,0
1002,2023-01-19 20:07:37.047,0,0,0
2834,2022-10-08 10:57:47.956,1,0,0
549,2022-12-22 03:23:29.168,0,0,0
336,2023-01-05 11:16:42.864,0,0,0
1388,2022-09-05 03:48:08.374,0,0,0
3119,2022-10-02 17:27:22.229,1,0,0
1018,2023-01-27 17:49:02.851,1,0,0
3886,2022-09-10 03:27:16.739,0,0,0
107,2022-11-02 03:04:58.476,0,0,0
1894,2022-12-18 09:17:41.741,0,0,0
1910,2022-10-29 16:32:49.173,1,1,1
1729,2022-09-22 01:08:20.752,1,1,1
3135,2022-09-23 06:50:30.529,1,1,1
4062,2023-01-08 11:10:44.753,1,0,0
1846,2022-09-19 22:30:40.873,0,0,0
1340,2022-09-08 00:02:05.041,0,0,0
1830,2022-09-22 14:45:07.977,1,0,0
2765,2022-09-13 12:19:42.820,1,1,0
3657,2022-09-10 05:38:15.152,0,0,0
3444,2023-02-01 23:19:30.626,0,0,0
3870,2022-11-22 00:57:21.615,0,0,0
3524,2022-10-12 21:13:14.148,0,0,0
91,2022-12-16 12:10:16.278,1,0,0
3263,2022-12-23 11:14:00.341,0,0,0
2131,2022-12-20 19:37:33.490,1,0,0
954,2022-11-17 13:22:32.179,0,0,0
2392,2023-01-31 11:41:42.958,0,0,0
1798,2022-09-22 08:49:16.865,0,0,0
4046,2022-09-09 23:14:52.230,0,0,0
3785,2022-11-21 00:16:32.220,0,0,0
1617,2022-10-03 09:11:04.013,1,0,0
1063,2023-01-08 23:16:12.259,0,0,0
810,2022-10-11 22:26:30.761,0,0,0
645,2022-10-06 20:56:42.730,0,0,0
1308,2022-12-13 12:13:38.364,0,0,0
1484,2023-01-28 01:08:45.296,0,0,0
1356,2022-10-04 23:05:27.044,0,0,0
1990,2022-10-25 16:25:06.197,0,0,0
922,2022-11-01 18:37:14.225,0,0,0
2882,2022-10-09 09:29:41.642,0,0,0
1633,2023-01-15 01:05:25.120,0,0,0
352,2023-01-05 18:28:16.428,0,0,0
