ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2032,1,1,591,1224,633
2033,0,0,118,0,-118
2034,1,0,5,0,-5
2035,0,0,164,0,-164
2036,0,0,18,0,-18
2037,0,0,6,0,-6
2038,1,1,100,1370,1270
2039,1,1,294,1286,992
2040,1,0,80,0,-80
2041,1,1,200,1651,1451
2042,1,1,489,1512,1023
2043,1,0,25,0,-25
2044,0,0,11,0,-11
2045,1,1,1304,1317,13
2046,1,1,32,1795,1763
2047,1,1,954,2104,1150
2048,0,0,87,0,-87
2049,1,1,403,1304,901
2050,0,0,27,0,-27
2051,0,0,55,0,-55
2052,0,0,124,0,-124
2053,0,0,18,0,-18
2054,1,1,517,1647,1130
2055,1,1,226,1204,978
2056,1,1,3724,1216,-2508
2057,0,0,15,0,-15
2058,1,0,15,0,-15
2059,1,1,121,1328,1207
2060,0,0,78,0,-78
2061,0,0,43,0,-43
2062,1,1,106,1274,1168
2063,1,0,40,0,-40
2064,1,0,22,0,-22
2065,1,1,237,1600,1363
2066,1,1,839,1837,998
2067,1,1,143,1241,1098
2068,1,0,13,0,-13
2069,1,1,1050,1250,200
2070,0,0,37,0,-37
2071,1,0,157,0,-157
2072,1,0,218,0,-218
2073,1,1,320,1309,989
2074,0,0,78,0,-78
2075,0,0,227,0,-227
2076,0,0,1,0,-1
2077,0,0,118,0,-118
2078,0,0,32,0,-32
2079,0,0,55,0,-55
2080,0,0,16,0,-16
2081,0,0,7,0,-7
2082,1,0,33,0,-33
2083,1,0,82,0,-82
2084,1,1,132,1205,1073
2085,1,1,329,3684,3355
2086,1,1,174,1296,1122
2087,0,0,17,0,-17
2088,1,0,41,0,-41
2089,0,0,10,0,-10
2090,1,0,170,0,-170
2091,1,0,48,0,-48
2092,0,0,17,0,-17
2093,1,1,403,1496,1093
2094,1,1,240,1375,1135
2095,1,1,391,2143,1752
2096,1,1,435,1226,791
2097,1,0,48,0,-48
2098,0,0,1,0,-1
2099,0,0,75,0,-75
2100,0,0,53,0,-53
2101,1,1,263,1391,1128
2102,1,0,2,0,-2
2103,1,0,48,0,-48
2104,1,1,53,2019,1966
2105,0,0,44,0,-44
2106,0,0,25,0,-25
2107,0,0,18,0,-18
2108,1,1,888,1307,419
2109,1,0,5,0,-5
2110,0,0,88,0,-88
2111,1,1,1772,1488,-284
2112,1,1,167,1256,1089
2113,0,0,92,0,-92
2114,1,0,12,0,-12
2115,1,1,164,1550,1386
2116,1,0,90,0,-90
2117,1,1,160,1467,1307
2118,0,0,32,0,-32
2119,0,0,10,0,-10
2120,1,1,107,1389,1282
2121,0,0,22,0,-22
2122,1,1,112,1955,1843
2123,0,0,68,0,-68
2124,1,0,47,0,-47
2125,1,1,2542,2282,-260
2126,1,0,191,0,-191
2127,1,1,160,1977,1817
2128,1,0,17,0,-17
2129,1,1,50,1200,1150
2130,1,1,249,1393,1144
2131,1,0,43,0,-43
2132,0,0,147,0,-147
2133,0,0,18,0,-18
2134,0,0,50,0,-50
2135,1,0,226,0,-226
2136,1,0,1,0,-1
2137,1,1,795,1215,420
2138,1,0,8,0,-8
2139,1,1,496,1547,1051
2140,0,0,38,0,-38
2141,0,0,14,0,-14
2142,0,0,32,0,-32
2143,1,0,16,0,-16
2144,0,0,17,0,-17
2145,1,1,148,1250,1102
2146,0,0,31,0,-31
2147,0,0,15,0,-15
2148,1,1,513,1267,754
2149,0,0,71,0,-71
2150,0,0,83,0,-83
2151,1,0,115,0,-115
2152,1,0,81,0,-81
2153,1,0,31,0,-31
2154,1,1,32,1590,1558
2155,0,0,22,0,-22
2156,0,0,10,0,-10
2157,1,0,38,0,-38
2158,1,1,23,1634,1611
2159,0,0,114,0,-114
2160,0,0,13,0,-13
2161,1,1,44,2098,2054
2162,0,0,12,0,-12
2163,1,1,572,1652,1080
2164,0,0,61,0,-61
2165,1,1,205,1734,1529
2166,0,0,44,0,-44
2167,1,0,62,0,-62
2168,1,1,1121,1310,189
2169,1,1,110,1722,1612
2170,1,0,66,0,-66
2171,0,0,87,0,-87
2172,1,0,2,0,-2
2173,1,0,42,0,-42
2174,0,0,40,0,-40
2175,0,0,2,0,-2
2176,0,0,101,0,-101
2177,1,0,31,0,-31
2178,0,0,30,0,-30
2179,0,0,23,0,-23
2180,1,0,26,0,-26
2181,1,1,1138,4231,3093
2182,1,0,91,0,-91
2183,0,0,49,0,-49
2184,1,0,29,0,-29
2185,0,0,16,0,-16
2186,1,1,747,1272,525
2187,0,0,10,0,-10
2188,1,0,5,0,-5
2189,1,1,97,2285,2188
2190,1,0,151,0,-151
2191,1,1,868,1274,406
2192,0,0,114,0,-114
2193,0,0,38,0,-38
2194,0,0,19,0,-19
2195,0,0,20,0,-20
2196,0,0,23,0,-23
2197,0,0,63,0,-63
2198,0,0,9,0,-9
2199,1,1,396,1225,829
2200,1,1,64,1969,1905
2201,1,1,263,1240,977
2202,1,0,114,0,-114
2203,0,0,59,0,-59
2204,1,1,57,1984,1927
2205,1,1,257,3785,3528
2206,1,0,14,0,-14
2207,1,0,83,0,-83
2208,0,0,129,0,-129
2209,1,1,76,1705,1629
2210,1,0,88,0,-88
2211,1,1,1278,1808,530
2212,1,0,37,0,-37
2213,0,0,26,0,-26
2214,1,0,13,0,-13
2215,1,0,86,0,-86
2216,1,1,479,1358,879
2217,1,1,93,1211,1118
2218,1,1,2172,1362,-810
2219,0,0,11,0,-11
2220,0,0,32,0,-32
2221,0,0,15,0,-15
2222,0,0,80,0,-80
2223,0,0,39,0,-39
2224,1,1,730,1238,508
2225,0,0,16,0,-16
2226,0,0,16,0,-16
2227,1,1,120,2060,1940
2228,0,0,62,0,-62
2229,1,1,263,1673,1410
2230,1,0,36,0,-36
2231,1,0,47,0,-47
2232,0,0,10,0,-10
2233,0,0,85,0,-85
2234,1,0,14,0,-14
2235,0,0,71,0,-71
2236,1,0,91,0,-91
2237,1,1,224,1704,1480
2238,0,0,27,0,-27
2239,1,1,474,1544,1070
2240,1,1,786,2082,1296
2241,0,0,163,0,-163
2242,1,1,646,1374,728
2243,0,0,54,0,-54
2244,1,1,353,1863,1510
2245,0,0,91,0,-91
2246,1,0,31,0,-31
2247,0,0,7,0,-7
2248,1,0,37,0,-37
2249,1,1,31,1371,1340
2250,0,0,47,0,-47
2251,0,0,98,0,-98
2252,0,0,100,0,-100
2253,0,0,48,0,-48
2254,0,0,44,0,-44
2255,0,0,22,0,-22
2256,1,1,33,1319,1286
2257,1,0,4,0,-4
2258,1,0,75,0,-75
2259,0,0,52,0,-52
2260,0,0,136,0,-136
2261,0,0,0,0,0
2262,0,0,26,0,-26
2263,0,0,77,0,-77
2264,1,1,428,1298,870
2265,1,0,32,0,-32
2266,1,0,2,0,-2
2267,0,0,87,0,-87
2268,1,0,157,0,-157
2269,1,0,129,0,-129
2270,1,0,81,0,-81
2271,0,0,50,0,-50
2272,0,0,41,0,-41
2273,1,0,13,0,-13
2274,0,0,29,0,-29
2275,0,0,5,0,-5
2276,0,0,48,0,-48
2277,1,1,492,3764,3272
2278,1,0,0,0,0
2279,1,0,51,0,-51
2280,1,0,44,0,-44
2281,0,0,8,0,-8
2282,0,0,45,0,-45
2283,1,1,680,1309,629
2284,1,1,328,2038,1710
2285,0,0,73,0,-73
2286,0,0,43,0,-43
2287,0,0,2,0,-2
2288,1,1,964,1237,273
2289,0,0,18,0,-18
2290,0,0,37,0,-37
2291,1,0,25,0,-25
2292,1,0,34,0,-34
2293,0,0,61,0,-61
2294,0,0,65,0,-65
2295,0,0,9,0,-9
2296,1,0,43,0,-43
2297,1,1,829,1366,537
2298,1,0,3,0,-3
2299,1,1,1184,1922,738
2300,1,0,177,0,-177
2301,0,0,14,0,-14
2302,1,0,3,0,-3
2303,1,0,4,0,-4
2304,0,0,6,0,-6
2305,1,0,24,0,-24
2306,0,0,1,0,-1
2307,1,1,829,1642,813
2308,0,0,11,0,-11
2309,0,0,85,0,-85
2310,0,0,153,0,-153
2311,1,1,453,3629,3176
2312,1,0,11,0,-11
2313,1,1,295,1486,1191
2314,1,1,313,1739,1426
2315,0,0,46,0,-46
2316,0,0,56,0,-56
2317,0,0,53,0,-53
2318,1,1,44,1253,1209
2319,0,0,37,0,-37
2320,0,0,14,0,-14
2321,1,0,28,0,-28
2322,0,0,43,0,-43
2323,1,0,13,0,-13
2324,1,1,729,2450,1721
2325,0,0,74,0,-74
2326,0,0,138,0,-138
2327,1,0,32,0,-32
2328,1,0,69,0,-69
2329,0,0,169,0,-169
2330,0,0,60,0,-60
2331,0,0,135,0,-135
2332,1,0,72,0,-72
2333,0,0,85,0,-85
2334,1,1,277,1440,1163
2335,1,1,90,1220,1130
2336,1,0,145,0,-145
2337,0,0,45,0,-45
2338,1,0,87,0,-87
2339,0,0,19,0,-19
2340,1,1,545,1799,1254
2341,1,0,25,0,-25
2342,1,1,1046,1456,410
2343,0,0,46,0,-46
2344,1,0,6,0,-6
2345,1,1,212,1691,1479
2346,0,0,73,0,-73
2347,0,0,8,0,-8
2348,0,0,55,0,-55
2349,1,0,3,0,-3
2350,0,0,2,0,-2
2351,1,0,64,0,-64
2352,0,0,32,0,-32
2353,1,1,403,1541,1138
2354,1,0,20,0,-20
2355,1,1,1422,1884,462
2356,1,1,699,1228,529
2357,0,0,98,0,-98
2358,1,1,568,1489,921
2359,1,0,12,0,-12
2360,0,0,4,0,-4
2361,0,0,5,0,-5
2362,0,0,8,0,-8
2363,1,0,36,0,-36
2364,0,0,39,0,-39
2365,0,0,10,0,-10
2366,1,1,723,1220,497
2367,0,0,54,0,-54
2368,0,0,88,0,-88
2369,0,0,55,0,-55
2370,1,0,56,0,-56
2371,1,0,84,0,-84
2372,1,0,14,0,-14
2373,1,0,79,0,-79
2374,1,1,358,1330,972
2375,1,0,56,0,-56
2376,1,1,725,1229,504
2377,0,0,31,0,-31
2378,1,1,1110,4258,3148
2379,0,0,30,0,-30
2380,1,1,1003,1229,226
2381,1,0,14,0,-14
2382,1,0,88,0,-88
2383,0,0,18,0,-18
2384,1,0,2,0,-2
2385,0,0,4,0,-4
2386,0,0,11,0,-11
2387,0,0,18,0,-18
2388,1,1,757,1292,535
2389,1,1,167,1620,1453
2390,0,0,25,0,-25
2391,1,0,23,0,-23
2392,0,0,42,0,-42
2393,1,0,26,0,-26
2394,0,0,71,0,-71
2395,0,0,23,0,-23
2396,0,0,9,0,-9
2397,1,1,1609,1245,-364
2398,1,1,45,1445,1400
2399,0,0,71,0,-71
2400,1,0,16,0,-16
2401,1,1,305,1404,1099
2402,0,0,21,0,-21
2403,1,1,381,1332,951
2404,1,1,89,1654,1565
2405,1,1,96,1289,1193
2406,1,1,661,1373,712
2407,1,1,658,1450,792
2408,0,0,52,0,-52
2409,0,0,25,0,-25
2410,0,0,8,0,-8
2411,0,0,30,0,-30
2412,1,0,107,0,-107
2413,0,0,17,0,-17
2414,1,1,746,1395,649
2415,0,0,2,0,-2
2416,0,0,49,0,-49
2417,1,1,1334,1301,-33
2418,1,0,41,0,-41
2419,1,0,18,0,-18
2420,1,0,20,0,-20
2421,1,0,25,0,-25
2422,1,1,158,1566,1408
2423,1,0,84,0,-84
2424,1,1,372,1243,871
2425,0,0,2,0,-2
2426,0,0,12,0,-12
2427,1,0,65,0,-65
2428,0,0,10,0,-10
2429,0,0,145,0,-145
2430,1,1,490,1378,888
2431,1,0,142,0,-142
2432,1,0,13,0,-13
2433,1,1,144,2545,2401
2434,1,0,146,0,-146
2435,0,0,3,0,-3
2436,0,0,0,0,0
2437,0,0,130,0,-130
2438,0,0,38,0,-38
2439,1,0,2,0,-2
2440,1,1,28,1409,1381
2441,0,0,22,0,-22
2442,1,0,3,0,-3
2443,0,0,58,0,-58
2444,1,0,7,0,-7
2445,1,0,65,0,-65
2446,0,0,22,0,-22
2447,1,0,6,0,-6
2448,1,0,10,0,-10
2449,0,0,44,0,-44
2450,0,0,157,0,-157
2451,1,0,63,0,-63
2452,1,0,72,0,-72
2453,1,0,35,0,-35
2454,1,0,30,0,-30
2455,1,0,20,0,-20
2456,0,0,25,0,-25
2457,0,0,36,0,-36
2458,0,0,10,0,-10
2459,1,0,0,0,0
2460,0,0,23,0,-23
2461,1,0,25,0,-25
2462,0,0,2,0,-2
2463,1,0,133,0,-133
2464,1,0,110,0,-110
2465,1,1,683,1271,588
2466,1,1,651,2276,1625
2467,1,0,141,0,-141
2468,0,0,85,0,-85
2469,0,0,31,0,-31
2470,1,0,70,0,-70
2471,0,0,183,0,-183
2472,0,0,15,0,-15
2473,1,1,755,1298,543
2474,0,0,112,0,-112
2475,1,1,160,1491,1331
2476,1,0,107,0,-107
2477,1,0,33,0,-33
2478,1,0,38,0,-38
2479,0,0,22,0,-22
2480,0,0,31,0,-31
2481,1,1,177,2143,1966
2482,0,0,0,0,0
2483,1,1,340,1476,1136
2484,1,1,1294,1961,667
2485,1,0,64,0,-64
2486,0,0,83,0,-83
2487,1,1,743,1312,569
2488,1,1,254,1209,955
2489,1,0,73,0,-73
2490,1,1,538,2241,1703
2491,0,0,49,0,-49
2492,1,0,199,0,-199
2493,0,0,38,0,-38
2494,1,0,160,0,-160
2495,0,0,14,0,-14
2496,1,1,229,1760,1531
2497,0,0,73,0,-73
2498,1,1,1433,1892,459
2499,1,1,352,1818,1466
2500,0,0,39,0,-39
2501,0,0,3,0,-3
2502,1,0,172,0,-172
2503,1,1,232,1260,1028
2504,0,0,63,0,-63
2505,0,0,14,0,-14
2506,0,0,3,0,-3
2507,1,1,113,1213,1100
2508,1,0,24,0,-24
2509,1,0,28,0,-28
2510,1,0,1,0,-1
2511,1,1,419,1200,781
2512,0,0,41,0,-41
2513,1,0,3,0,-3
2514,0,0,15,0,-15
2515,0,0,67,0,-67
2516,0,0,172,0,-172
2517,0,0,7,0,-7
2518,1,0,56,0,-56
2519,1,0,19,0,-19
2520,0,0,14,0,-14
2521,1,1,131,1730,1599
2522,0,0,13,0,-13
2523,0,0,1,0,-1
2524,1,0,26,0,-26
2525,1,0,87,0,-87
2526,0,0,45,0,-45
2527,1,0,21,0,-21
2528,0,0,88,0,-88
2529,1,1,353,1395,1042
2530,0,0,204,0,-204
2531,0,0,8,0,-8
2532,1,0,17,0,-17
2533,1,0,100,0,-100
2534,1,0,5,0,-5
2535,0,0,151,0,-151
2536,0,0,0,0,0
2537,0,0,33,0,-33
2538,1,0,33,0,-33
2539,1,1,307,1256,949
2540,1,0,7,0,-7
2541,1,1,985,1310,325
2542,1,1,510,1317,807
2543,1,1,282,1346,1064
2544,0,0,64,0,-64
2545,1,0,2,0,-2
2546,1,1,37,1305,1268
2547,1,1,654,1325,671
2548,0,0,4,0,-4
2549,1,0,27,0,-27
2550,1,0,21,0,-21
2551,1,1,95,1360,1265
2552,1,1,422,1252,830
2553,1,1,1861,1278,-583
2554,1,1,389,1250,861
2555,1,0,14,0,-14
2556,0,0,20,0,-20
2557,1,1,811,1261,450
2558,1,1,1501,2157,656
2559,0,0,36,0,-36
2560,0,0,109,0,-109
2561,1,1,839,1318,479
2562,0,0,4,0,-4
2563,0,0,78,0,-78
2564,1,0,59,0,-59
2565,1,0,13,0,-13
2566,1,1,419,1783,1364
2567,0,0,253,0,-253
2568,1,0,11,0,-11
2569,1,1,296,1529,1233
2570,0,0,9,0,-9
2571,0,0,46,0,-46
2572,1,1,138,1207,1069
2573,0,0,13,0,-13
2574,1,0,55,0,-55
2575,1,0,7,0,-7
2576,1,0,26,0,-26
2577,0,0,167,0,-167
2578,1,1,451,1228,777
2579,1,0,24,0,-24
2580,1,1,759,1259,500
2581,0,0,12,0,-12
2582,0,0,7,0,-7
2583,0,0,72,0,-72
2584,1,1,402,1356,954
2585,1,1,751,1375,624
2586,1,0,5,0,-5
2587,1,1,375,1256,881
2588,1,1,2046,1295,-751
2589,0,0,263,0,-263
2590,1,0,20,0,-20
2591,1,1,158,1283,1125
2592,0,0,126,0,-126
2593,1,1,86,2066,1980
2594,0,0,15,0,-15
2595,1,0,71,0,-71
2596,1,0,1,0,-1
2597,1,1,387,2208,1821
2598,0,0,154,0,-154
2599,0,0,132,0,-132
2600,1,1,222,1343,1121
2601,0,0,64,0,-64
2602,1,1,143,1291,1148
2603,1,1,228,1430,1202
2604,0,0,36,0,-36
2605,1,0,70,0,-70
2606,0,0,58,0,-58
2607,0,0,77,0,-77
2608,1,0,84,0,-84
2609,0,0,77,0,-77
2610,1,1,407,1773,1366
2611,0,0,5,0,-5
2612,0,0,5,0,-5
2613,0,0,45,0,-45
2614,1,1,228,1492,1264
2615,0,0,20,0,-20
2616,1,1,136,2778,2642
2617,0,0,127,0,-127
2618,1,1,283,1653,1370
2619,0,0,62,0,-62
2620,1,1,116,1478,1362
2621,1,0,154,0,-154
2622,1,1,263,1272,1009
2623,1,0,26,0,-26
2624,1,0,50,0,-50
2625,1,0,88,0,-88
2626,1,1,48,1211,1163
2627,1,1,604,1556,952
2628,1,0,44,0,-44
2629,0,0,1,0,-1
2630,1,1,154,1202,1048
2631,1,1,858,1659,801
2632,1,1,301,1263,962
2633,1,0,0,0,0
2634,0,0,9,0,-9
2635,0,0,29,0,-29
2636,1,0,326,0,-326
2637,1,1,565,1383,818
2638,1,0,0,0,0
2639,0,0,72,0,-72
2640,0,0,19,0,-19
2641,1,0,150,0,-150
2642,1,1,62,1583,1521
2643,0,0,32,0,-32
2644,1,0,45,0,-45
2645,0,0,0,0,0
2646,1,0,18,0,-18
2647,0,0,36,0,-36
2648,0,0,16,0,-16
2649,1,0,41,0,-41
2650,0,0,7,0,-7
2651,0,0,10,0,-10
2652,0,0,110,0,-110
2653,1,0,29,0,-29
2654,0,0,10,0,-10
2655,1,1,1655,1200,-455
2656,1,1,312,1348,1036
2657,0,0,47,0,-47
2658,0,0,99,0,-99
2659,0,0,110,0,-110
2660,1,1,483,1239,756
2661,0,0,23,0,-23
2662,1,0,49,0,-49
2663,0,0,31,0,-31
2664,0,0,21,0,-21
2665,1,0,12,0,-12
2666,0,0,8,0,-8
2667,0,0,35,0,-35
2668,1,1,121,1232,1111
2669,0,0,16,0,-16
2670,0,0,13,0,-13
2671,0,0,0,0,0
2672,0,0,27,0,-27
2673,1,1,614,1735,1121
2674,0,0,11,0,-11
2675,0,0,4,0,-4
2676,1,1,225,3355,3130
2677,1,1,1004,2423,1419
2678,1,0,26,0,-26
2679,1,1,1183,2229,1046
2680,0,0,22,0,-22
2681,0,0,46,0,-46
2682,1,0,76,0,-76
2683,1,0,46,0,-46
2684,0,0,20,0,-20
2685,1,1,541,1456,915
2686,0,0,34,0,-34
2687,0,0,10,0,-10
2688,0,0,4,0,-4
2689,0,0,41,0,-41
2690,1,1,148,1684,1536
2691,1,1,331,1361,1030
2692,1,1,114,1490,1376
2693,1,1,119,1241,1122
2694,1,1,78,2900,2822
2695,0,0,145,0,-145
2696,0,0,3,0,-3
2697,0,0,0,0,0
2698,0,0,68,0,-68
2699,0,0,27,0,-27
2700,0,0,2,0,-2
2701,1,1,571,2303,1732
2702,1,1,271,1749,1478
2703,1,1,313,1245,932
2704,1,1,94,1332,1238
2705,1,0,38,0,-38
2706,1,0,68,0,-68
2707,1,1,325,1726,1401
2708,1,0,4,0,-4
2709,1,1,202,1390,1188
2710,1,1,251,1624,1373
2711,1,1,491,1221,730
2712,1,0,9,0,-9
2713,0,0,39,0,-39
2714,1,0,140,0,-140
2715,0,0,32,0,-32
2716,0,0,73,0,-73
2717,0,0,48,0,-48
2718,1,0,10,0,-10
2719,1,0,10,0,-10
2720,1,1,1732,1524,-208
2721,1,0,33,0,-33
2722,0,0,109,0,-109
2723,1,1,258,1652,1394
2724,1,1,256,1509,1253
2725,0,0,74,0,-74
2726,0,0,3,0,-3
2727,1,1,35,1533,1498
2728,0,0,224,0,-224
2729,1,1,134,1562,1428
2730,1,1,60,1823,1763
2731,1,0,46,0,-46
2732,1,0,105,0,-105
2733,0,0,120,0,-120
2734,0,0,76,0,-76
2735,0,0,21,0,-21
2736,1,1,339,1996,1657
2737,1,1,482,1477,995
2738,1,0,1,0,-1
2739,1,1,193,1344,1151
2740,1,0,92,0,-92
2741,1,0,118,0,-118
2742,1,0,18,0,-18
2743,0,0,4,0,-4
2744,1,1,100,2157,2057
2745,1,0,15,0,-15
2746,0,0,69,0,-69
2747,0,0,96,0,-96
2748,1,0,4,0,-4
2749,1,0,1,0,-1
2750,0,0,2,0,-2
2751,0,0,3,0,-3
2752,0,0,13,0,-13
2753,1,1,360,1419,1059
2754,1,0,30,0,-30
2755,0,0,8,0,-8
2756,0,0,31,0,-31
2757,0,0,83,0,-83
2758,1,0,67,0,-67
2759,1,1,771,1317,546
2760,1,1,538,1208,670
2761,1,1,250,1501,1251
2762,0,0,9,0,-9
2763,1,1,363,1858,1495
2764,1,1,197,1606,1409
2765,0,0,5,0,-5
2766,1,1,1341,1357,16
2767,1,1,844,1300,456
2768,1,0,3,0,-3
2769,0,0,25,0,-25
2770,0,0,45,0,-45
2771,1,1,458,1583,1125
2772,1,1,139,1221,1082
2773,1,0,17,0,-17
2774,1,0,39,0,-39
2775,1,1,709,1200,491
2776,0,0,7,0,-7
2777,0,0,18,0,-18
2778,1,0,39,0,-39
2779,1,1,816,1371,555
2780,1,1,2253,1520,-733
2781,1,0,45,0,-45
2782,0,0,22,0,-22
2783,1,1,1573,2202,629
2784,1,0,6,0,-6
2785,0,0,24,0,-24
2786,1,0,16,0,-16
2787,0,0,24,0,-24
2788,1,0,210,0,-210
2789,1,1,240,1280,1040
2790,0,0,20,0,-20
2791,1,1,276,2476,2200
2792,1,1,563,1388,825
2793,0,0,176,0,-176
2794,1,1,1246,1214,-32
2795,1,0,56,0,-56
2796,1,1,235,1356,1121
2797,0,0,131,0,-131
2798,0,0,5,0,-5
2799,1,1,262,1214,952
2800,0,0,16,0,-16
2801,0,0,117,0,-117
2802,0,0,2,0,-2
2803,1,1,829,1800,971
2804,0,0,5,0,-5
2805,1,0,41,0,-41
2806,1,1,61,1516,1455
2807,1,0,34,0,-34
2808,1,1,293,1245,952
2809,1,1,388,1264,876
2810,1,1,81,1288,1207
2811,1,1,992,2232,1240
2812,1,0,52,0,-52
2813,0,0,23,0,-23
2814,0,0,4,0,-4
2815,0,0,62,0,-62
2816,1,1,1081,1529,448
2817,1,1,1803,1274,-529
2818,0,0,0,0,0
2819,0,0,15,0,-15
2820,1,0,31,0,-31
2821,0,0,40,0,-40
2822,1,0,6,0,-6
2823,0,0,32,0,-32
2824,0,0,37,0,-37
2825,1,0,137,0,-137
2826,1,1,1038,1414,376
2827,1,1,239,1243,1004
2828,1,1,1476,2036,560
2829,1,0,18,0,-18
2830,0,0,57,0,-57
2831,0,0,8,0,-8
2832,0,0,42,0,-42
2833,1,0,32,0,-32
2834,1,1,358,2221,1863
2835,1,0,156,0,-156
2836,1,0,134,0,-134
2837,1,1,104,2154,2050
2838,1,1,1730,1888,158
2839,0,0,3,0,-3
2840,1,0,46,0,-46
2841,1,0,81,0,-81
2842,1,1,284,1466,1182
2843,1,1,430,1255,825
2844,0,0,23,0,-23
2845,0,0,7,0,-7
2846,1,1,306,1254,948
2847,0,0,40,0,-40
2848,0,0,33,0,-33
2849,0,0,2,0,-2
2850,1,0,222,0,-222
2851,0,0,119,0,-119
2852,1,0,7,0,-7
2853,0,0,27,0,-27
2854,1,0,77,0,-77
2855,1,1,185,1374,1189
2856,1,1,1549,1548,-1
2857,1,1,139,2359,2220
2858,1,0,22,0,-22
2859,0,0,45,0,-45
2860,1,1,484,1261,777
2861,0,0,9,0,-9
2862,0,0,5,0,-5
2863,1,0,19,0,-19
2864,0,0,71,0,-71
2865,1,0,14,0,-14
2866,0,0,31,0,-31
2867,1,0,109,0,-109
2868,1,1,893,1442,549
2869,1,0,166,0,-166
2870,1,0,10,0,-10
2871,0,0,68,0,-68
2872,0,0,126,0,-126
2873,1,0,71,0,-71
2874,0,0,22,0,-22
2875,1,1,602,1268,666
2876,1,1,734,1465,731
2877,0,0,2,0,-2
2878,1,0,62,0,-62
2879,1,0,25,0,-25
2880,0,0,19,0,-19
2881,0,0,53,0,-53
2882,0,0,29,0,-29
2883,0,0,6,0,-6
2884,1,0,49,0,-49
2885,1,0,158,0,-158
2886,1,1,716,1587,871
2887,1,1,175,1810,1635
2888,0,0,47,0,-47
2889,0,0,78,0,-78
2890,0,0,166,0,-166
2891,1,0,64,0,-64
2892,0,0,30,0,-30
2893,0,0,15,0,-15
2894,0,0,35,0,-35
2895,1,1,440,1324,884
2896,0,0,7,0,-7
2897,1,1,682,1835,1153
2898,1,1,550,1554,1004
2899,0,0,13,0,-13
2900,1,1,290,1314,1024
2901,0,0,34,0,-34
2902,0,0,25,0,-25
2903,0,0,4,0,-4
2904,1,1,156,1214,1058
2905,0,0,3,0,-3
2906,1,1,162,1322,1160
2907,1,1,237,1383,1146
2908,1,0,23,0,-23
2909,0,0,8,0,-8
2910,1,0,49,0,-49
2911,0,0,2,0,-2
2912,1,0,30,0,-30
2913,1,0,4,0,-4
2914,1,1,74,1344,1270
2915,0,0,38,0,-38
2916,0,0,115,0,-115
2917,0,0,27,0,-27
2918,1,1,1437,1235,-202
2919,1,1,586,1531,945
2920,1,0,19,0,-19
2921,0,0,9,0,-9
2922,0,0,101,0,-101
2923,1,0,72,0,-72
2924,1,0,24,0,-24
2925,0,0,0,0,0
2926,1,1,653,1461,808
2927,0,0,67,0,-67
2928,1,1,414,1382,968
2929,1,0,73,0,-73
2930,0,0,75,0,-75
2931,1,0,22,0,-22
2932,1,1,954,2462,1508
2933,0,0,50,0,-50
2934,1,1,374,2630,2256
2935,0,0,285,0,-285
2936,1,1,992,1213,221
2937,0,0,30,0,-30
2938,1,0,5,0,-5
2939,1,1,1458,1224,-234
2940,0,0,8,0,-8
2941,1,1,178,1380,1202
2942,0,0,28,0,-28
2943,1,0,58,0,-58
2944,0,0,2,0,-2
2945,1,1,866,1561,695
2946,1,1,141,1410,1269
2947,0,0,42,0,-42
2948,0,0,10,0,-10
2949,1,0,1,0,-1
2950,1,1,41,3249,3208
2951,0,0,59,0,-59
2952,1,0,15,0,-15
2953,0,0,30,0,-30
2954,0,0,0,0,0
2955,1,0,2,0,-2
2956,0,0,57,0,-57
2957,1,1,653,1569,916
2958,1,1,133,1414,1281
2959,1,1,296,1632,1336
2960,0,0,3,0,-3
2961,1,1,16,1477,1461
2962,1,0,92,0,-92
2963,0,0,1,0,-1
2964,0,0,40,0,-40
2965,1,1,1613,1226,-387
2966,1,1,152,1201,1049
2967,1,0,30,0,-30
2968,1,0,1,0,-1
2969,0,0,3,0,-3
2970,1,1,452,1315,863
2971,1,1,239,1978,1739
2972,0,0,45,0,-45
2973,1,0,30,0,-30
2974,0,0,48,0,-48
2975,0,0,93,0,-93
2976,1,0,18,0,-18
2977,0,0,102,0,-102
2978,1,1,309,1225,916
2979,1,1,460,1904,1444
2980,1,0,254,0,-254
2981,1,1,239,1530,1291
2982,1,1,1247,1667,420
2983,0,0,33,0,-33
2984,0,0,42,0,-42
2985,1,0,4,0,-4
2986,0,0,11,0,-11
2987,1,1,233,1733,1500
2988,1,0,78,0,-78
2989,0,0,74,0,-74
2990,1,1,13,2832,2819
2991,1,1,259,1253,994
2992,1,0,49,0,-49
2993,0,0,10,0,-10
2994,0,0,34,0,-34
2995,1,1,950,1347,397
2996,0,0,1,0,-1
2997,0,0,15,0,-15
2998,0,0,102,0,-102
2999,1,1,365,1349,984
3000,1,1,1164,1927,763
3001,0,0,47,0,-47
3002,0,0,122,0,-122
3003,0,0,178,0,-178
3004,1,1,136,1790,1654
3005,0,0,0,0,0
3006,1,1,1326,1469,143
3007,1,0,31,0,-31
3008,0,0,4,0,-4
3009,0,0,46,0,-46
3010,1,0,43,0,-43
3011,1,0,0,0,0
3012,0,0,10,0,-10
3013,0,0,124,0,-124
