ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
2501,19,24745.088312321077,0.1330151659813444,1,197,5209,3548,8560
2502,58,21606.168592562,0.10465101314950756,0,22,0,0,-22
2503,35,22380.75199868888,0.02308628797882076,1,3881,6242,3908,6269
2504,58,25339.730045708562,0.0889632826122445,1,582,4875,2504,6797
2505,18,21162.564358402626,0.036231348144834495,1,74,5214,3864,9004
2506,32,21477.922458326688,0.04890540467284589,1,370,4798,4740,9168
2507,18,45858.17693973704,0.14388426152624362,0,1,0,0,-1
2508,34,29830.13022503229,0.058466992489475934,1,559,5628,3198,8267
2509,68,26587.490149700476,0.042089579095588685,1,289,5366,3493,8570
2510,39,65119.838855005495,0.18277710079410364,1,202,5523,3003,8324
2511,39,99354.2929555004,0.1464625514185505,1,1069,5332,7539,11802
2512,28,28244.39460201365,0.25849517338781236,1,601,10060,3115,12574
2513,30,27322.534158820596,0.034448973964269214,1,891,4753,3523,7385
2514,39,28284.347281355163,0.11700312707963148,0,74,0,0,-74
2515,69,24561.4505112484,0.08481950762195768,1,510,4753,4526,8769
2516,42,29200.630186472798,0.0678176796460475,1,483,11607,2446,13570
2517,37,31915.793723040217,0.1348454004297245,1,444,8813,2680,11049
2518,21,21063.803872504057,0.07485705138033834,1,217,18198,2553,20534
2519,47,20591.34358268454,0.017636276248182665,1,214,5017,3549,8352
2520,26,25100.344536446486,0.28807965762622223,1,466,5236,2792,7562
2521,41,20196.23756683832,0.2405621098070673,0,58,0,0,-58
2522,18,21075.95671458364,0.15422851972058155,1,1454,4782,2283,5611
2523,55,20231.069233998995,0.04969408816975688,1,197,5635,3685,9123
2524,27,39507.47713535047,0.27825210600912575,1,388,15149,3175,17936
2525,42,24976.591165557325,0.04572346192108398,0,184,0,0,-184
2526,47,21698.43294609167,0.1494555504708675,1,412,5516,6768,11872
2527,24,29062.75463253124,0.136491130960478,1,760,7534,2513,9287
2528,43,20435.36723650376,0.06274641294265627,1,2327,21296,3332,22301
2529,31,22219.967284355313,0.11334034027854438,1,1606,12450,2706,13550
2530,56,41088.559561284404,0.06947115121531615,1,788,5183,3619,8014
2531,73,28633.78778607284,0.045441265668343056,0,0,0,0,0
2532,22,20144.85221039052,0.010007951436445745,1,675,12013,2856,14194
2533,37,21864.308177970328,0.3874224077709754,0,47,0,0,-47
2534,52,25124.350921545407,0.6502633957520386,0,86,0,0,-86
2535,21,26537.397493995817,0.17541995826712317,1,436,5941,2678,8183
2536,38,20976.717798349444,0.293211997826215,0,3,0,0,-3
2537,20,21766.49130253127,0.00079112015903884,1,146,5564,4551,9969
2538,63,24305.93397786804,0.17138608791555235,0,16,0,0,-16
2539,73,32372.375436315724,0.017074228635392267,1,39,5655,2260,7876
2540,44,22081.070310555413,0.044376099519857944,1,1062,6410,5044,10392
2541,24,32505.928120391614,0.0932165019125378,1,200,4753,2588,7141
2542,71,22684.494233957248,0.02176891157681877,1,502,5304,2252,7054
2543,30,41695.083568773305,0.09832567667969,1,709,11047,2623,12961
2544,59,26655.708277388203,0.05320946650744949,0,45,0,0,-45
2545,20,31070.565623649418,0.14211249586038208,0,9,0,0,-9
2546,50,20434.707207853233,0.17679575056356137,1,48,4965,2504,7421
2547,53,20652.378495782392,0.03906531374575207,1,209,5422,4076,9289
2548,31,46656.2476317896,0.019022081129604386,0,89,0,0,-89
2549,59,21914.018545720843,0.015150944612185434,1,113,5043,2608,7538
2550,29,37839.41671769594,0.06253523077689666,0,14,0,0,-14
2551,40,22250.8461805646,0.23098854405119054,1,1005,7658,2768,9421
2552,24,21571.125909990365,0.02163466718673571,1,203,7291,2242,9330
2553,30,42739.78721236001,0.11515954480462952,1,273,10274,2248,12249
2554,40,29308.121504377104,0.4555295945189667,1,518,9237,2320,11039
2555,22,23607.31108136973,0.07371202760258282,0,29,0,0,-29
2556,37,26162.21629401399,0.1874162215220058,1,1251,5986,3894,8629
2557,51,35656.837682079466,0.26715831728846184,1,137,9973,2826,12662
2558,21,21369.584034870382,0.047938920599424055,1,179,5011,2727,7559
2559,67,33626.337200861526,0.10561686079150091,1,624,5116,2466,6958
2560,24,28165.327200454354,0.09120223142172053,1,705,4773,2417,6485
2561,40,20143.66996325732,0.13285614086028347,1,546,5347,2551,7352
2562,37,20356.262469006553,0.21723210572837934,0,4,0,0,-4
2563,30,20308.410256003255,0.029394929231004514,1,172,4722,2280,6830
2564,55,22280.932779149916,0.007129276255728319,1,530,6649,7117,13236
2565,29,25508.05425102983,0.0008776453657027578,1,303,5625,2315,7637
2566,64,29751.508678210528,0.06589928646767401,0,0,0,0,0
2567,36,23533.46144415321,0.17558023987649035,0,25,0,0,-25
2568,29,38627.68967577822,0.45733939529028456,1,329,7606,3529,10806
2569,59,50369.29114919362,0.07847545551536662,1,170,11748,4144,15722
2570,20,74531.20408078436,0.16542335608640116,1,844,29118,2238,30512
2571,23,24054.590722977184,0.16572813790231,1,100,4913,2717,7530
2572,40,28657.56256618461,0.14285468640353235,1,460,6740,2648,8928
2573,21,25824.846201015724,0.014866110572228933,1,565,5732,2470,7637
2574,50,22232.54497462638,0.016993305899740463,1,36,11211,2989,14164
2575,68,23598.137594486594,0.015095439138661277,1,1548,6212,5766,10430
2576,23,20990.763321836326,0.1883971935607528,0,6,0,0,-6
2577,71,20553.410041401756,0.011417820285161098,1,316,6017,3612,9313
2578,21,29561.00161410932,0.00812695847871457,1,8,5829,2587,8408
2579,70,27101.0114805202,0.12698520263225088,1,85,4863,2262,7040
2580,55,21802.60340901492,0.07632013397591401,0,6,0,0,-6
2581,25,23348.069053276056,0.06426813191149866,1,870,4725,2502,6357
2582,28,21694.11184694819,0.03324185909068303,0,54,0,0,-54
2583,66,30485.800019895247,0.013786660378730074,1,1077,9943,2290,11156
2584,22,26120.30505979751,0.06538386388423507,1,289,6484,10417,16612
2585,32,27976.08904382557,0.20800121410303457,1,1779,5977,2776,6974
2586,31,20994.748115064198,0.16842891931349968,1,51,7002,2699,9650
2587,69,21153.650597088872,0.4131146320146007,1,2188,6798,2261,6871
2588,46,22370.427487313144,0.15470500011033755,1,295,21437,3356,24498
2589,74,30796.525441722028,0.06273496507579657,1,294,10002,3572,13280
2590,37,29879.044133372077,0.008776651070606227,0,53,0,0,-53
2591,27,44489.44530767172,0.0012977777394693837,1,1253,6186,2401,7334
2592,48,20857.866473042464,0.07606472187493012,0,50,0,0,-50
2593,45,47787.49151189694,0.2596889726706007,1,64,5144,2288,7368
2594,63,54729.778740655274,0.11186947939713787,1,848,6194,3354,8700
2595,34,22293.02422109265,0.11267710105484703,1,140,5159,2240,7259
2596,19,45294.839156327565,0.10708059840970513,1,305,10866,2314,12875
2597,58,26633.417828724687,0.3828824795280319,1,481,5348,6195,11062
2598,23,44034.99977921934,0.18337846006571315,1,195,4758,2636,7199
2599,41,69368.87863933502,0.17698281289916942,1,73,5154,3502,8583
2600,31,21230.068728658884,0.04393384497711906,1,1060,17014,5319,21273
2601,70,22277.239849535406,0.11637719467776989,1,536,6550,2531,8545
2602,35,33052.98732999171,0.21300766545447583,1,1710,6071,2345,6706
2603,29,27417.101536151746,0.0693632121410516,1,100,4736,2913,7549
2604,26,21898.232711640034,0.17201584378149165,1,775,10545,3318,13088
2605,60,33966.63497080688,0.0729828711477992,1,431,6451,2238,8258
2606,39,22501.451194580382,0.3223167414766759,1,251,19895,2661,22305
2607,65,23740.853142100015,0.22024523156278097,0,73,0,0,-73
2608,62,21488.45362782673,0.01778161626208467,1,124,8141,2583,10600
2609,39,33432.16712052182,0.3162136681413884,0,20,0,0,-20
2610,21,22300.26968615743,0.023569475711034207,1,1605,5923,3538,7856
2611,52,29423.7382375148,0.15227940599012477,1,509,5395,2536,7422
2612,75,24774.50292001133,0.2261117772759056,0,54,0,0,-54
2613,28,20636.91824352471,0.02839693162073828,0,84,0,0,-84
2614,52,33085.37200446538,0.007459600256455056,0,7,0,0,-7
2615,21,30683.666065761063,0.09934259587494164,1,248,6446,2608,8806
2616,61,21927.874412742993,0.16345400657325837,0,80,0,0,-80
2617,41,21221.05822321312,0.3095787059026043,0,18,0,0,-18
2618,22,20476.88542898322,0.0361906066011636,1,275,10591,3327,13643
2619,53,31100.415077719088,0.1869199627801277,1,1053,5536,2994,7477
2620,54,20712.132148086712,0.15765824111265023,1,63,6487,2769,9193
2621,23,20463.813310387406,0.250806542301323,1,516,11152,2789,13425
2622,62,20723.853654793696,0.05400362672230026,1,213,7902,2644,10333
2623,30,40031.71573101635,0.11823131703018085,1,953,19927,3117,22091
2624,60,25731.709060834306,0.054762844535277425,1,127,8882,2420,11175
2625,56,25862.722476959923,0.24022972632087103,1,329,6527,4412,10610
2626,24,25330.10901811393,0.03444818375464303,1,206,6212,2341,8347
2627,36,24564.9923030813,0.09959887049992104,0,39,0,0,-39
2628,41,25378.210964057827,0.10496912506385286,1,505,5746,2800,8041
2629,43,22235.154699131206,0.4097986883148271,0,58,0,0,-58
2630,37,43927.530912223956,0.14062914056312256,1,1065,4898,2611,6444
2631,46,22452.53433902144,0.007745306623460879,1,215,9607,3529,12921
2632,32,57276.6455855768,0.31594335754014674,1,368,5850,2554,8036
2633,55,21623.9877816264,0.2913239141320172,0,51,0,0,-51
2634,59,21322.88124625494,0.01950094993372745,1,391,4964,8980,13553
2635,32,37434.46142004589,0.22369599428156944,1,1414,9594,6938,15118
2636,45,27792.549418759772,0.49673017331695707,1,652,7537,3105,9990
2637,58,20535.023672031828,0.43959491981639176,0,38,0,0,-38
2638,22,21737.771792648477,0.06388321625186445,1,1089,8545,2398,9854
2639,19,20313.017166615562,0.1519153287575796,1,194,10507,5243,15556
2640,29,29981.20808056445,0.41855584331045864,0,10,0,0,-10
2641,28,23425.95168906549,0.02693631868526285,1,1135,5709,3026,7600
2642,24,28929.073171843153,0.05769805065769466,0,16,0,0,-16
2643,68,33803.33870816975,0.22898189305419978,1,331,6573,2461,8703
2644,55,20533.99060028023,0.1592888685181288,1,1193,5917,2296,7020
2645,40,20387.60419861106,0.03276670564868672,1,258,9161,2264,11167
2646,35,22080.799373186102,0.01864916206947431,0,70,0,0,-70
2647,24,26044.828112602052,0.09379843352280717,1,657,26869,2372,28584
2648,35,21809.19873185397,0.07804813493667702,1,517,16385,2624,18492
2649,41,22418.044415634427,0.1778346996756527,0,3,0,0,-3
2650,29,25459.83231428581,0.032832021485370295,1,49,5263,3669,8883
2651,34,22931.783755851055,0.1495260592470921,1,45,12138,2436,14529
2652,52,27616.855189586277,0.22613479848867776,0,3,0,0,-3
2653,22,20142.6140569066,0.000531771897943718,1,1199,5090,9169,13060
2654,32,29753.13580833566,0.2891810833543017,1,2393,6184,3866,7657
2655,22,38160.57292651574,0.09243281505620597,0,5,0,0,-5
2656,26,22207.21113872238,0.08654908808213717,1,190,9921,3350,13081
2657,39,30739.02407046754,0.07901052154555759,1,67,41975,2266,44174
2658,36,134308.19988116028,0.12525564915240592,1,101,11825,3544,15268
2659,45,66245.61485676472,0.08199068014497136,1,347,55319,3963,58935
2660,53,20882.605185093755,0.10053207409079103,1,85,4740,2884,7539
2661,34,32806.24504270148,0.0340413922597668,1,201,12194,2821,14814
2662,26,49463.72049469764,0.017613669524988485,1,185,5859,5420,11094
2663,43,20761.703483977428,0.014842329852334059,1,381,8284,2921,10824
2664,27,22884.141211034283,0.3445133283286941,1,654,143301,2553,145200
2665,47,24623.99495219633,0.4318321448394094,1,348,45706,2759,48117
2666,22,25068.03569790644,0.2102085032740389,1,568,5340,2360,7132
2667,43,57865.737441416335,0.02759128101973393,1,423,5385,2364,7326
2668,18,26842.724547694055,0.31865619301277576,0,25,0,0,-25
2669,70,22124.19721673284,0.016746142666646317,1,714,5626,3058,7970
2670,59,22572.434252305946,0.01911528665715619,1,331,6212,3282,9163
2671,21,30032.397619797513,0.31328308827556195,0,64,0,0,-64
2672,32,32549.0593203446,0.007687540813695802,0,46,0,0,-46
2673,52,23941.92214661641,0.08345133664892698,0,32,0,0,-32
2674,43,21203.50944417792,0.33530631771386904,1,837,7659,2452,9274
2675,22,35339.14603814433,0.10581750708432783,1,167,24567,3021,27421
2676,23,22547.827027464213,0.08412023511379914,1,632,9885,2787,12040
2677,24,25006.32597550899,0.20349447748235966,0,54,0,0,-54
2678,71,33468.659090809095,0.07213219788212995,1,187,9860,3038,12711
2679,69,25720.726412308988,0.12740001393157024,0,71,0,0,-71
2680,23,99407.0766810755,0.08415132703126756,1,559,6496,5748,11685
2681,72,32967.40365939276,0.26809276369962204,1,1295,5522,2258,6485
2682,18,21854.090962887643,0.07340719698233478,1,65,4795,3268,7998
2683,22,23810.723728417543,0.06104484185217875,1,264,5322,3390,8448
2684,30,20834.708808434687,0.01868020496031396,0,65,0,0,-65
2685,52,34712.88960937857,0.023688383339233107,1,211,5196,6367,11352
2686,47,22888.819398497966,0.27707073490692447,1,345,5593,3529,8777
2687,28,37688.8476589085,0.012179768991175607,1,384,8488,2425,10529
2688,38,28199.118774671326,0.15852899994700148,1,77,10966,2610,13499
2689,32,25466.9838470962,0.05344851941442423,1,222,14475,2351,16604
2690,30,21345.398808670256,0.04043381665510291,1,892,5512,3768,8388
2691,24,20101.033586032245,0.2856619250871136,0,40,0,0,-40
2692,44,21169.96080902246,0.055761954390410234,1,690,4874,2482,6666
2693,43,30199.471405877688,0.2644014410246113,1,136,68846,5920,74630
2694,29,30636.637849289153,0.5431706556054053,1,183,6773,4339,10929
2695,21,21355.29711271236,0.20931413106990085,1,175,4875,3243,7943
2696,43,25404.241183182134,0.09885090760236417,0,2,0,0,-2
2697,30,21531.62631011952,0.14999141068548016,0,10,0,0,-10
2698,74,47705.69760894061,0.19927688095746998,1,173,5250,2311,7388
2699,21,39607.28909574564,0.06213215246559425,1,148,6150,2341,8343
2700,47,26981.592577806914,0.006053883887982442,1,325,5817,2855,8347
2701,22,170170.87980246366,0.04335475256140445,1,505,12750,5197,17442
2702,44,56327.29756076328,0.01052627145452472,1,292,5871,4048,9627
2703,30,20083.000574482063,0.025998928579403474,1,137,5251,3820,8934
2704,52,21686.295013078146,0.20253270769221907,0,35,0,0,-35
2705,43,25554.01983221717,0.31953979175419206,1,579,6434,3023,8878
2706,60,21374.30001230994,0.14345035915163407,1,20,4769,4829,9578
2707,30,23292.001563843856,0.20286885679965252,1,431,4737,2712,7018
2708,18,27395.065439655773,0.0035042531497408544,0,1,0,0,-1
2709,53,28006.293083737903,0.45178610034711325,1,419,5078,3559,8218
2710,31,22937.30259767788,0.060991443161359044,1,542,8487,4222,12167
2711,21,24719.667290530597,0.19966549863379526,0,68,0,0,-68
2712,49,32149.62093623749,0.0471524678889555,1,882,39803,2490,41411
2713,44,20444.885004744567,0.03214905334012182,0,147,0,0,-147
2714,74,25337.979143844124,0.02762346253013808,1,600,4813,3571,7784
2715,21,23179.344449014196,0.062224248168353764,1,21,6966,2281,9226
2716,20,45211.94520943852,0.12830829540728733,1,612,5758,3596,8742
2717,48,26949.530050107824,0.07198005364201308,1,125,4880,3218,7973
2718,52,47362.592150948054,0.18184581661288904,1,239,6199,3594,9554
2719,31,25115.251343742588,0.10563553292209517,1,169,5704,2758,8293
2720,49,24353.648120783022,0.11819716072691636,0,9,0,0,-9
2721,35,24194.642977843083,0.13945147582355594,0,6,0,0,-6
2722,31,30056.95796813396,0.26080131080512664,0,3,0,0,-3
2723,50,21064.4347646635,0.01621995278052942,1,54,4909,10984,15839
2724,24,46174.94095975047,0.04901885411440668,1,318,5665,2401,7748
2725,28,136244.25684174738,0.12486075326884201,1,202,4839,3689,8326
2726,34,27132.48288816557,0.2978617565083115,1,937,6260,2406,7729
2727,53,55458.52934261995,0.046447134493127366,1,605,5014,2504,6913
2728,40,25239.205542865573,0.014991671876527569,1,173,10620,2697,13144
2729,60,40568.09099615491,0.22646569477718873,0,43,0,0,-43
2730,49,21503.038469845884,0.3964471958608349,1,135,6579,2884,9328
2731,45,23639.477645604886,0.05576813872869597,0,8,0,0,-8
2732,34,27805.93155507949,0.33720400073048984,1,285,5231,2449,7395
2733,58,21532.569216065363,0.07110183058637702,1,1755,7528,3232,9005
2734,47,31891.74749306434,0.12310149921134414,1,422,6203,3475,9256
2735,47,22771.253886683327,0.24401229124996832,1,156,19370,4247,23461
2736,22,31747.603330042402,0.05093611563877929,1,499,8063,3106,10670
2737,24,20551.90151883766,0.05608604889778316,1,666,5636,3501,8471
2738,36,25296.13713237818,0.12028828227927718,0,127,0,0,-127
2739,49,20746.34298721009,0.007210598066285764,0,12,0,0,-12
2740,42,20092.379036772618,0.059452360347259016,1,1448,9336,5275,13163
2741,22,20706.108624978042,0.1321671200300853,1,222,5632,2403,7813
2742,38,44119.69778427672,0.006815911901835957,1,397,6707,2365,8675
2743,53,21512.444325728426,0.02379988643756477,1,178,5244,2328,7394
2744,52,42044.14399938309,0.2859295197121782,1,389,6256,2236,8103
2745,28,22218.319169750554,0.2812882282526282,1,103,4969,2593,7459
2746,19,32111.938326247204,0.44435492573057284,0,5,0,0,-5
2747,27,26817.59395322511,0.20065291268762062,0,3,0,0,-3
2748,75,24844.296081372515,0.2460993557153199,1,852,9221,2255,10624
2749,30,28201.866222628483,0.02038216771036893,1,1270,4994,2411,6135
2750,46,22868.4768601306,0.15292849594845395,1,109,6652,2302,8845
2751,46,20310.989325494666,0.0183336972682746,0,47,0,0,-47
2752,75,48344.163670478716,0.034670317631464574,1,86,7174,3875,10963
2753,21,29873.23747818123,0.14664595378159498,1,139,7170,2948,9979
2754,27,24460.302895677083,0.01975295735482308,1,129,6002,3228,9101
2755,36,21521.130114827134,0.12499476080493581,0,61,0,0,-61
2756,70,47604.17426260127,0.06627939466224637,1,984,7260,2302,8578
2757,32,24782.91392124297,0.026016562901835443,1,1888,6313,2395,6820
2758,51,31597.553363770534,0.10450374911319245,0,7,0,0,-7
2759,23,22550.134823944838,0.04372413833251003,0,59,0,0,-59
2760,25,23922.72357346169,0.06093184416952575,1,306,5939,2779,8412
2761,31,91530.99608366366,0.16985650309524228,1,984,5496,2343,6855
2762,47,31084.989245605888,0.11554862034005957,1,475,4738,4378,8641
2763,55,36918.630229865565,0.16367874115994277,1,891,5694,3146,7949
2764,66,26759.84051509494,0.0723728432349353,0,11,0,0,-11
2765,28,21048.18173265319,0.26993591528510785,0,64,0,0,-64
2766,52,20028.805905536807,0.028637208106229294,1,219,12140,6120,18041
2767,18,34376.24478861935,0.030718628374501747,1,364,8916,2231,10783
2768,21,32822.07846520567,0.16158280416181006,1,450,5772,3773,9095
2769,65,55464.59001121886,0.1393321713827802,0,10,0,0,-10
2770,35,48798.207888352845,0.0047307147747229095,1,157,9303,5212,14358
2771,48,25182.061490732773,0.3166560521059264,1,202,15952,3533,19283
2772,32,32492.580349535034,0.04257944497570948,1,164,10302,3571,13709
2773,21,20039.640322951713,0.12981936692014864,1,752,9387,2560,11195
2774,20,49856.457891046135,0.09680757857107161,1,370,7677,2537,9844
2775,54,27700.251912093838,0.06380772685903946,1,19,9881,3079,12941
2776,33,23281.686132531526,0.03363620537603591,1,1005,6104,9743,14842
2777,28,29952.55114361359,0.04530377811357718,1,248,8460,2664,10876
2778,29,45145.49641739204,0.20021075113834588,0,4,0,0,-4
2779,43,30786.19366993634,0.21831552092746132,1,1458,5498,2715,6755
2780,21,33405.6259555605,0.08960067468312412,1,1707,4806,2492,5591
2781,18,59061.75427995022,0.017951615670653755,1,1925,12786,2505,13366
2782,67,24224.51482537994,0.003731166921807004,1,736,4947,4813,9024
2783,37,35762.587172024054,0.014348890411769882,0,77,0,0,-77
2784,37,39629.34055002936,0.005660346009169268,0,37,0,0,-37
2785,44,31977.331382785116,0.11137857329565753,1,236,5877,2265,7906
2786,57,72168.33474164744,0.17965279587159905,1,379,7711,3310,10642
2787,18,26388.344904709214,0.03200537950735245,1,279,7253,3278,10252
2788,64,79806.78221862238,0.19066024901449885,1,541,9025,3063,11547
2789,31,31282.522847030305,0.2665065931563234,1,171,28430,2533,30792
2790,25,20496.77812356475,0.00825188641209736,1,3459,5502,2516,4559
2791,33,27687.81893039554,0.08639510356769371,1,984,10058,2357,11431
2792,23,20056.29035360013,0.05734827973905753,1,205,6403,3704,9902
2793,30,85377.33217791966,0.08946379642634271,0,11,0,0,-11
2794,21,22142.889393898116,0.12880418114824732,0,18,0,0,-18
2795,51,23571.602931907346,0.16880462409666624,0,9,0,0,-9
2796,33,37433.65609205332,0.09949924436584368,1,232,8357,2651,10776
2797,57,23628.11647134232,0.01375011491414449,0,115,0,0,-115
2798,58,29706.242850631894,0.34590013787027285,0,5,0,0,-5
2799,69,27892.90948285152,0.050675755762554966,0,282,0,0,-282
2800,24,27097.9418497166,0.31201583455231324,0,20,0,0,-20
2801,41,25188.82487929562,0.08998103206227118,1,310,5315,4002,9007
2802,66,24260.12586072509,0.43704361240347117,0,53,0,0,-53
2803,19,21853.25557818222,0.08719741856909723,1,929,5274,4021,8366
2804,67,20259.074501994848,0.3077326583081404,1,1517,5361,2496,6340
2805,18,25269.9494762054,0.12052986270215997,1,394,7374,2409,9389
2806,58,121975.24761369795,0.03795525648171137,1,478,8094,2843,10459
2807,33,55063.095983690044,0.0074605675896950874,0,61,0,0,-61
2808,32,36503.61872890454,0.1874741438124538,1,126,5368,2411,7653
2809,51,22228.538356806883,0.22120246967556315,0,28,0,0,-28
2810,48,33168.81507725774,0.09377583040252004,0,4,0,0,-4
2811,71,31190.62146354724,0.2271921047986141,0,14,0,0,-14
2812,20,28273.978615411732,0.0045230055722955435,1,463,10956,2508,13001
2813,18,44915.50146290996,0.019370226737404975,1,358,15848,2758,18248
2814,60,21505.475205210332,0.15685734770432583,0,82,0,0,-82
2815,56,30741.988068472303,0.03963764042170076,1,2188,5611,2843,6266
2816,36,21154.228407365455,0.040030913949383136,0,34,0,0,-34
2817,75,23572.936592709764,0.3183378491492234,0,54,0,0,-54
2818,71,44827.01930895136,0.398280335467666,0,28,0,0,-28
2819,18,21770.27511182916,0.4154120085388576,1,142,8690,3658,12206
2820,37,27907.544312922124,0.14877466307387124,0,113,0,0,-113
2821,37,36706.08806769003,0.01451453721101776,1,956,14107,2799,15950
2822,57,45458.0743172085,0.07847288469124711,1,117,5245,2661,7789
2823,44,45751.76976762466,0.05315217151960724,1,587,10741,4939,15093
2824,49,20382.54869828627,0.005484548088330837,0,39,0,0,-39
2825,45,31708.641179646394,0.17472090356090067,1,765,5638,3128,8001
2826,22,20014.30991084046,0.05261019569815825,1,2026,4806,2391,5171
2827,56,27500.759745547202,0.22683472082873116,0,0,0,0,0
2828,25,29865.69454013874,0.23621876786489718,0,37,0,0,-37
2829,26,21081.80017799556,0.013714620375540004,1,206,5864,2908,8566
2830,43,24917.031109586853,0.32707487174581523,1,1342,6077,3896,8631
2831,27,40744.247277709364,0.5610225522947262,0,44,0,0,-44
2832,26,31643.178673349565,0.21157891830450012,1,294,7201,2673,9580
2833,25,20486.80267045346,0.04260038340840327,1,637,6371,2502,8236
2834,48,27104.37415164089,0.2662590920690721,1,326,5946,2238,7858
2835,30,20590.6315072782,0.17322123756763738,1,41,4995,7577,12531
2836,43,28202.548330484144,0.049695756470455064,0,144,0,0,-144
2837,47,32496.59391240104,0.16767574041676817,1,207,6746,5566,12105
2838,52,20710.617466780936,0.3531482184083471,0,6,0,0,-6
2839,47,21326.175027906338,0.10318128109691321,1,499,10378,2696,12575
2840,57,25056.24613435472,0.05888971923421467,1,79,9342,3934,13197
2841,61,41376.38560320906,0.0953821251478892,1,47,4726,2388,7067
2842,32,21467.03338223989,0.10153105689748114,0,89,0,0,-89
2843,55,37916.48458357402,0.23391314899807483,1,827,5316,2388,6877
2844,67,25930.81780707307,0.06538331966229799,1,1575,5324,2554,6303
2845,57,27053.297597749654,0.008348608719120701,1,261,10343,2298,12380
2846,27,37280.524028223816,0.04932422925602909,1,408,6173,2806,8571
2847,35,31770.625565043767,0.012498920307114907,1,1316,5456,2341,6481
2848,23,68089.84845784055,0.28543332421850115,0,88,0,0,-88
2849,20,21199.10949768768,0.06947403087801221,1,633,10150,2397,11914
2850,26,24964.305277228694,0.135271815903135,0,130,0,0,-130
2851,42,21919.990195338156,0.03851312919574829,0,133,0,0,-133
2852,43,22545.59373642814,0.16179688797931305,1,250,5725,2276,7751
2853,27,39376.06597532736,0.20788714751862178,1,160,4728,3043,7611
2854,18,38760.32469135858,0.10130633775094929,1,220,5012,2590,7382
2855,27,24570.68901789105,0.19119827775510084,1,233,11034,2453,13254
2856,56,26250.585408372477,0.05803731622309029,1,218,5439,2342,7563
2857,18,44785.79203000063,0.031071506869547797,0,6,0,0,-6
2858,18,23581.50722402714,0.10133079046454353,1,302,6925,2536,9159
2859,70,20056.269702318783,0.041025513426530484,0,115,0,0,-115
2860,27,26515.94905580088,0.029802291477722325,1,152,8167,3272,11287
2861,18,21009.68074805391,0.014199454117617734,0,18,0,0,-18
2862,30,21421.4125936387,0.0573954052691247,1,169,4921,9042,13794
2863,19,20853.420277337453,0.3346892804966187,0,34,0,0,-34
2864,69,27102.443468128593,0.15539141107034093,1,305,7563,3559,10817
2865,69,42529.74085583158,0.042706010279723976,0,18,0,0,-18
2866,24,23612.478716884016,0.012685119295853435,1,177,9844,4330,13997
2867,48,23351.42682907133,0.03672461977658607,1,222,6033,5457,11268
2868,35,22126.159469439302,0.2765781610285805,0,56,0,0,-56
2869,22,25931.355281566062,0.0854061425505913,1,409,7214,2877,9682
2870,66,20812.795316310538,0.23335266155045795,0,62,0,0,-62
2871,21,25945.843255945652,0.16015013490750585,1,1788,14480,5455,18147
2872,47,24165.137914834944,0.3085751311376282,0,0,0,0,0
2873,65,26342.438788014726,0.12350605133801912,1,1543,5165,3547,7169
2874,24,42733.16117583327,0.07346603673778979,1,797,11509,2472,13184
2875,29,39695.651707030105,0.13731882216929314,1,278,4949,5542,10213
2876,46,22223.558617846247,0.05649509763689951,1,2253,10824,6729,15300
2877,28,22916.013699401323,0.18353314180153663,1,1071,6524,2330,7783
2878,50,21801.452925699108,0.11946391082736883,1,248,6735,2308,8795
2879,49,35656.85595161118,0.09537582333041031,1,354,5107,4323,9076
2880,36,20500.88148234515,0.022347684452512624,1,234,6253,2246,8265
2881,31,32511.691112933775,0.07167607282599153,0,48,0,0,-48
2882,55,29225.978931248683,0.12078633339934003,1,207,4852,2830,7475
2883,41,22389.889438381997,0.21351263241043525,1,329,4952,3569,8192
2884,35,43096.18198919889,0.021109301982226585,1,1049,4851,3047,6849
2885,23,27398.866588535166,0.19563216846073953,1,102,5374,2599,7871
2886,63,22229.61101933542,0.32521012888808454,1,481,5343,2984,7846
2887,70,37025.91705446641,0.12652117129345863,1,46,5308,4966,10228
2888,26,39566.976313214494,0.002351186445309703,1,37,4798,5392,10153
2889,58,20875.21700484923,0.0699965903349139,1,464,5430,5571,10537
2890,55,28215.882112272004,0.07188497638542393,1,1259,7237,2673,8651
2891,43,24330.686137226607,0.00840801082440956,1,409,8491,4048,12130
2892,22,21075.6924563178,0.030906510305555624,1,93,4919,2747,7573
2893,54,22567.849798935455,0.20731978367324297,1,211,8638,2477,10904
2894,55,20986.538496307407,0.2909283047209717,1,78,6050,2484,8456
2895,19,25336.631972642135,0.02367199953880905,0,201,0,0,-201
2896,70,25931.51409515131,0.08662092491353957,1,156,5767,3189,8800
2897,25,49137.05035025552,0.1254211105590451,0,16,0,0,-16
2898,33,35526.61942168907,0.04211918487605362,1,602,4872,2324,6594
2899,61,25183.606104863422,0.04471202492505381,1,721,5806,2697,7782
2900,72,20028.84414646697,0.14962086554315834,0,0,0,0,0
2901,49,20407.99165944661,0.03255622630580108,0,1,0,0,-1
2902,42,39988.52723114021,0.24110541043735623,1,128,8523,2731,11126
2903,22,22070.50173920562,0.019818344989636066,1,339,5288,14074,19023
