"client_rk","visit_dttm","account_rk","registration_dttm","application_rk","game_rk","application_dttm","game_dttm","game_flg","finish_flg","games_played","games_finished"
3018,2022-09-09 02:26:59.144,,,,,,,,,,
3034,2023-01-09 11:51:36.627,,,,,,,,,,
3050,2022-11-08 01:12:03.572,,,,,,,,,,
3066,2022-10-03 12:47:12.422,599,2022-10-04 05:26:42.546,97,60,2022-10-09 03:26:17.769,2023-02-06 19:37:27.776,0,0,2,0
3066,2022-10-03 12:47:12.422,599,2022-10-04 05:26:42.546,45,414,2022-10-16 06:55:20.128,2022-12-11 01:59:14.948,1,0,2,0
16,2023-02-01 03:22:06.635,217,2023-02-01 23:27:53.916,,,,,,,,
32,2022-09-05 08:29:23.634,450,2022-09-06 04:20:10.774,,,,,,,,
48,2023-01-14 09:34:52.167,686,2023-01-14 21:29:45.695,,,,,,,,
64,2022-11-20 18:18:29.395,881,2022-11-21 18:05:58.295,,,,,,,,
80,2022-11-23 19:27:02.644,341,2022-11-24 11:39:05.452,,,,,,,,
96,2022-10-08 05:18:55.902,39,2022-10-09 00:01:37.647,,,,,,,,
112,2022-10-04 11:09:54.376,940,2022-10-05 04:53:35.155,,,,,,,,
128,2022-12-06 06:36:36.164,,,,,,,,,,
144,2023-01-08 17:15:49.079,600,2023-01-08 23:25:47.186,,,,,,,,
160,2022-11-27 18:45:28.371,,,,,,,,,,
176,2022-10-23 01:27:23.503,,,,,,,,,,
192,2022-09-09 22:27:54.421,,,,,,,,,,
208,2022-09-06 20:45:41.252,,,,,,,,,,
224,2022-09-30 23:45:07.963,,,,,,,,,,
240,2022-11-19 13:41:48.638,,,,,,,,,,
267,2022-11-16 17:26:44.455,157,2022-11-16 19:44:07.527,,,,,,,,
283,2022-10-26 16:59:02.251,,,,,,,,,,
299,2022-11-26 10:32:16.225,,,,,,,,,,
315,2022-12-06 13:05:02.294,,,,,,,,,,
331,2022-09-11 12:55:02.712,,,,,,,,,,
347,2022-11-10 14:27:52.600,373,2022-11-11 08:26:43.236,,,,,,,,
363,2022-10-09 23:56:01.370,,,,,,,,,,
379,2022-12-03 18:33:48.705,,,,,,,,,,
395,2022-11-20 21:31:43.379,,,,,,,,,,
411,2023-01-09 00:51:28.352,934,2023-01-09 10:32:00.145,,,,,,,,
427,2022-10-20 19:31:10.594,,,,,,,,,,
443,2022-12-07 15:02:04.229,,,,,,,,,,
459,2023-01-28 15:25:45.967,,,,,,,,,,
475,2022-11-25 03:32:50.953,,,,,,,,,,
491,2022-09-26 09:08:06.681,650,2022-09-26 20:07:32.287,449,243,2022-10-01 23:03:07.828,2022-10-18 21:36:42.318,1,0,1,0
507,2022-12-15 20:56:58.220,,,,,,,,,,
522,2023-01-09 06:01:14.592,,,,,,,,,,
538,2022-10-29 06:22:29.869,,,,,,,,,,
554,2022-10-12 01:46:17.361,400,2022-10-12 02:17:22.988,,,,,,,,
570,2022-11-09 15:25:01.865,,,,,,,,,,
586,2022-10-16 08:02:23.204,350,2022-10-17 01:50:39.733,,,,,,,,
602,2023-01-26 01:00:47.605,391,2023-01-26 15:09:14.009,,,,,,,,
618,2023-01-24 13:15:14.508,,,,,,,,,,
634,2023-01-01 08:01:56.834,,,,,,,,,,
650,2022-11-29 17:58:00.437,,,,,,,,,,
666,2022-12-27 20:36:09.627,,,,,,,,,,
682,2023-01-22 15:24:18.513,,,,,,,,,,
698,2022-11-04 15:04:35.114,,,,,,,,,,
714,2022-12-02 19:46:09.220,,,,,,,,,,
730,2022-10-08 05:36:00.141,,,,,,,,,,
746,2022-10-31 22:42:22.004,,,,,,,,,,
762,2022-10-09 20:21:09.053,,,,,,,,,,
773,2022-10-01 15:15:35.073,,,,,,,,,,
789,2023-01-08 11:38:50.181,,,,,,,,,,
805,2022-11-30 11:58:31.948,499,2022-11-30 12:27:33.252,362,214,2022-12-09 10:39:46.025,2023-01-27 23:23:08.090,1,1,1,1
821,2022-11-15 02:56:47.412,,,,,,,,,,
837,2023-01-06 03:06:46.422,278,2023-01-06 10:04:15.414,,,,,,,,
853,2022-09-14 16:38:47.801,387,2022-09-15 05:17:11.378,,,,,,,,
869,2022-12-14 12:30:23.308,,,,,,,,,,
885,2022-12-07 13:07:22.440,,,,,,,,,,
901,2023-01-25 14:42:59.606,61,2023-01-26 07:41:43.945,,,,,,,,
917,2022-10-29 10:59:03.370,,,,,,,,,,
933,2023-01-12 04:05:09.603,,,,,,,,,,
949,2022-10-13 01:00:52.650,,,,,,,,,,
965,2022-11-03 21:56:37.584,29,2022-11-04 07:43:10.826,,,,,,,,
981,2023-01-13 19:19:13.498,,,,,,,,,,
997,2023-01-01 19:54:03.285,68,2023-01-02 07:21:42.641,,,,,,,,
1013,2022-12-23 16:07:23.056,,,,,,,,,,
1036,2022-11-27 03:09:19.297,,,,,,,,,,
1052,2022-11-29 09:38:10.452,,,,,,,,,,
1068,2022-12-21 18:33:33.592,,,,,,,,,,
1084,2022-09-13 00:39:56.991,,,,,,,,,,
1100,2022-11-23 15:57:46.288,,,,,,,,,,
1116,2022-11-24 10:13:14.680,,,,,,,,,,
1132,2022-09-15 09:00:13.191,1006,2022-09-15 20:13:44.173,,,,,,,,
1148,2022-09-01 16:13:46.244,,,,,,,,,,
1164,2022-11-06 12:26:45.017,,,,,,,,,,
1180,2022-10-23 18:35:58.141,813,2022-10-24 03:40:44.120,367,131,2022-10-25 03:21:11.111,2022-11-10 18:21:27.156,1,1,1,1
1196,2022-10-18 01:19:11.655,,,,,,,,,,
1212,2022-11-03 22:51:56.172,,,,,,,,,,
1228,2022-11-24 12:23:17.775,,,,,,,,,,
1244,2022-12-28 22:54:56.115,,,,,,,,,,
1260,2022-09-02 23:47:31.784,,,,,,,,,,
1276,2022-10-04 11:52:57.745,,,,,,,,,,
1287,2023-01-12 13:32:09.144,479,2023-01-13 11:57:24.093,,,,,,,,
1303,2022-12-12 22:59:27.354,,,,,,,,,,
1319,2023-01-15 12:40:03.211,,,,,,,,,,
1335,2022-11-27 11:20:11.806,885,2022-11-27 14:32:26.443,,,,,,,,
1351,2022-10-14 21:42:48.766,351,2022-10-14 21:55:23.685,,,,,,,,
1367,2022-12-08 03:12:28.630,,,,,,,,,,
1383,2022-11-20 05:56:36.201,,,,,,,,,,
1399,2022-11-17 08:42:52.906,,,,,,,,,,
1415,2023-01-28 10:58:58.958,115,2023-01-29 02:52:04.245,,,,,,,,
1431,2022-10-07 15:46:30.355,,,,,,,,,,
1447,2022-11-09 03:17:59.642,,,,,,,,,,
1463,2022-10-23 05:52:51.596,,,,,,,,,,
1479,2023-01-29 03:11:19.808,,,,,,,,,,
1495,2022-10-18 16:03:42.065,,,,,,,,,,
1511,2023-01-21 08:06:27.922,,,,,,,,,,
1527,2022-11-22 19:27:44.386,338,2022-11-22 19:34:45.108,,,,,,,,
1542,2022-10-05 03:38:11.409,,,,,,,,,,
1558,2023-01-25 20:11:16.896,372,2023-01-25 23:15:31.035,,,,,,,,
1574,2022-12-25 04:20:58.662,,,,,,,,,,
1590,2022-11-06 01:03:40.706,,,,,,,,,,
1606,2022-09-05 05:22:45.209,451,2022-09-05 22:01:28.018,,,,,,,,
1622,2022-12-04 19:44:56.808,,,,,,,,,,
1638,2023-01-11 11:37:24.009,,,,,,,,,,
1654,2022-12-10 22:26:44.722,772,2022-12-11 22:03:11.881,108,67,2022-12-14 10:12:15.645,2023-01-26 07:48:26.027,1,1,1,1
1654,2022-12-10 22:26:44.722,772,2022-12-11 22:03:11.881,504,125,2022-12-20 18:46:46.861,2023-03-15 10:56:36.255,0,0,1,1
1670,2022-11-16 13:51:53.253,,,,,,,,,,
1686,2022-09-19 16:39:04.133,,,,,,,,,,
1702,2023-01-03 11:08:06.566,130,2023-01-03 19:37:17.952,,,,,,,,
1718,2023-01-23 12:57:23.552,,,,,,,,,,
1734,2023-01-23 09:21:43.880,,,,,,,,,,
1750,2022-12-29 16:14:46.607,,,,,,,,,,
1766,2022-11-22 02:20:11.714,632,2022-11-22 09:24:36.334,81,231,2022-11-30 05:54:45.413,2022-12-22 02:06:42.337,1,1,1,1
1782,2022-10-21 04:34:17.691,,,,,,,,,,
1793,2023-01-25 12:56:14.771,,,,,,,,,,
1809,2022-10-27 17:43:17.746,930,2022-10-27 23:04:48.904,,,,,,,,
1825,2023-01-10 20:41:39.081,958,2023-01-11 11:28:01.898,,,,,,,,
1841,2022-10-20 12:24:23.572,,,,,,,,,,
1857,2023-01-16 14:55:24.819,,,,,,,,,,
1873,2023-01-29 13:51:28.959,,,,,,,,,,
1889,2022-11-12 17:22:48.317,,,,,,,,,,
1905,2022-09-02 11:16:09.838,,,,,,,,,,
1921,2022-09-05 12:15:46.559,,,,,,,,,,
1937,2023-01-29 00:45:57.606,571,2023-01-29 23:42:42.308,163,247,2023-01-30 10:52:31.338,2023-03-11 00:27:35.101,0,0,0,0
1937,2023-01-29 00:45:57.606,571,2023-01-29 23:42:42.308,141,381,2023-01-30 18:37:05.517,2023-03-12 00:34:43.169,0,0,0,0
1937,2023-01-29 00:45:57.606,571,2023-01-29 23:42:42.308,26,318,2023-01-30 08:35:48.404,2023-02-09 04:45:21.224,0,0,0,0
1953,2023-01-30 19:34:08.712,709,2023-01-31 05:04:54.261,507,329,2023-01-31 17:47:41.584,2023-02-25 18:59:02.986,0,0,0,0
1953,2023-01-30 19:34:08.712,709,2023-01-31 05:04:54.261,406,136,2023-01-31 14:26:07.965,2023-02-11 07:30:07.204,0,0,0,0
1969,2022-09-18 07:15:18.358,,,,,,,,,,
1985,2022-09-02 10:14:23.046,,,,,,,,,,
2001,2022-10-27 18:22:29.451,,,,,,,,,,
2017,2023-01-12 10:24:32.811,,,,,,,,,,
2033,2022-10-05 23:38:25.390,,,,,,,,,,
2056,2023-01-06 16:01:46.505,814,2023-01-07 01:19:42.825,,,,,,,,
2072,2022-12-22 00:50:06.511,48,2022-12-22 18:00:16.294,,,,,,,,
2088,2022-12-31 04:40:10.815,,,,,,,,,,
2104,2022-10-17 09:34:53.450,,,,,,,,,,
2120,2022-11-28 03:13:16.445,,,,,,,,,,
2136,2022-09-04 03:11:10.235,960,2022-09-04 07:03:41.078,,,,,,,,
2152,2022-10-29 14:14:12.741,,,,,,,,,,
2168,2022-11-02 09:25:19.609,,,,,,,,,,
2184,2022-09-17 08:20:09.583,,,,,,,,,,
2200,2022-12-05 11:21:21.063,,,,,,,,,,
2216,2023-01-10 13:03:54.168,480,2023-01-11 10:30:32.733,51,226,2023-01-19 16:21:58.031,2023-01-27 22:53:52.088,1,1,1,1
2232,2022-10-27 08:16:24.743,108,2022-10-28 02:56:33.113,,,,,,,,
2248,2023-01-15 07:29:13.395,,,,,,,,,,
2264,2022-11-28 01:26:16.895,,,,,,,,,,
2280,2022-12-08 04:46:07.062,,,,,,,,,,
2296,2022-10-03 03:00:46.776,,,,,,,,,,
2307,2022-11-30 02:15:33.802,,,,,,,,,,
2323,2022-10-18 16:18:34.505,744,2022-10-19 13:14:59.493,,,,,,,,
2339,2023-01-01 17:11:04.991,,,,,,,,,,
2355,2022-10-28 11:24:24.805,,,,,,,,,,
2371,2022-12-18 12:33:37.977,106,2022-12-18 20:33:08.848,,,,,,,,
2387,2022-12-20 02:16:10.635,,,,,,,,,,
2403,2023-01-03 06:55:55.453,,,,,,,,,,
2419,2022-12-24 09:20:06.892,232,2022-12-25 00:37:20.989,,,,,,,,
2435,2022-11-15 09:30:31.120,,,,,,,,,,
2451,2023-01-15 17:51:30.531,,,,,,,,,,
2467,2022-09-19 11:23:33.841,461,2022-09-19 22:05:43.599,384,52,2022-09-24 02:14:56.959,2022-12-09 21:19:51.811,1,0,2,0
2467,2022-09-19 11:23:33.841,461,2022-09-19 22:05:43.599,313,449,2022-09-22 13:59:22.019,2023-01-31 09:08:22.656,1,0,2,0
2483,2022-09-02 11:48:40.630,,,,,,,,,,
2499,2022-09-11 18:58:01.440,,,,,,,,,,
2515,2022-11-10 14:12:06.839,,,,,,,,,,
2531,2023-01-24 09:05:31.092,,,,,,,,,,
2547,2022-10-28 02:37:47.944,,,,,,,,,,
2562,2022-10-22 11:41:07.154,894,2022-10-23 09:00:14.621,,,,,,,,
2578,2022-10-02 11:40:03.196,,,,,,,,,,
2594,2022-11-25 19:14:54.390,,,,,,,,,,
2610,2023-01-18 13:25:57.872,,,,,,,,,,
2626,2022-09-04 07:32:48.385,,,,,,,,,,
2642,2023-01-07 15:42:25.461,833,2023-01-08 01:21:27.958,,,,,,,,
2658,2023-01-18 15:03:52.889,,,,,,,,,,
2674,2022-10-30 17:19:55.558,198,2022-10-31 15:07:29.731,,,,,,,,
2690,2022-12-10 10:30:23.942,,,,,,,,,,
2706,2023-01-23 23:04:17.220,,,,,,,,,,
2722,2023-01-27 22:17:07.353,,,,,,,,,,
2738,2022-12-01 10:18:46.606,,,,,,,,,,
2754,2022-10-19 12:58:10.736,,,,,,,,,,
2770,2022-12-27 09:05:47.297,,,,,,,,,,
2786,2022-10-11 10:51:41.313,777,2022-10-12 05:37:47.724,455,455,2022-10-23 10:54:27.897,2022-12-30 16:54:42.008,1,1,2,2
2786,2022-10-11 10:51:41.313,777,2022-10-12 05:37:47.724,94,36,2022-10-24 20:54:32.374,2023-02-16 03:40:03.047,0,0,2,2
2786,2022-10-11 10:51:41.313,777,2022-10-12 05:37:47.724,126,441,2022-10-13 08:49:23.090,2022-11-12 21:36:31.680,1,1,2,2
2802,2022-10-16 08:24:24.648,,,,,,,,,,
2829,2022-09-26 07:28:13.799,123,2022-09-27 03:59:06.523,,,,,,,,
2845,2023-01-10 02:08:47.311,1002,2023-01-10 15:27:48.619,,,,,,,,
2861,2022-12-22 13:08:06.181,,,,,,,,,,
2877,2022-11-15 02:50:44.909,,,,,,,,,,
2893,2022-11-11 07:53:27.380,,,,,,,,,,
2909,2023-01-13 06:12:18.123,,,,,,,,,,
2925,2022-11-01 10:03:46.759,543,2022-11-01 14:57:02.079,454,389,2022-11-11 15:42:28.623,2022-12-17 00:27:03.045,1,1,1,1
2941,2022-11-10 01:15:37.008,,,,,,,,,,
2957,2022-10-30 07:40:33.333,,,,,,,,,,
2973,2023-01-30 14:45:37.546,,,,,,,,,,
2989,2022-10-13 03:29:54.038,,,,,,,,,,
3005,2022-10-31 04:53:22.619,,,,,,,,,,
3021,2023-01-16 01:58:33.098,,,,,,,,,,
3037,2022-11-18 10:27:04.913,,,,,,,,,,
3053,2022-09-14 02:36:37.748,,,,,,,,,,
3069,2023-01-27 04:16:58.736,,,,,,,,,,
3076,2023-01-16 04:42:47.427,542,2023-01-16 23:40:55.250,,,,,,,,
3092,2022-09-16 02:00:55.861,,,,,,,,,,
3108,2023-01-29 18:00:17.138,369,2023-01-30 15:58:12.625,,,,,,,,
3124,2023-02-02 00:43:47.412,85,2023-02-02 21:21:11.781,,,,,,,,
3140,2022-12-14 23:15:57.094,865,2022-12-15 09:17:07.216,,,,,,,,
3156,2023-01-07 01:18:08.772,324,2023-01-07 20:20:51.696,,,,,,,,
3172,2022-10-26 01:31:41.947,,,,,,,,,,
3188,2022-09-12 16:55:47.529,,,,,,,,,,
3204,2023-01-13 06:15:12.525,598,2023-01-13 12:21:34.089,324,449,2023-01-16 10:31:28.794,2023-01-31 09:08:22.656,1,0,1,0
3204,2023-01-13 06:15:12.525,598,2023-01-13 12:21:34.089,255,78,2023-01-15 10:49:54.559,2023-02-06 01:45:47.239,0,0,1,0
3220,2022-10-18 18:27:52.667,,,,,,,,,,
3236,2022-10-12 09:59:51.998,,,,,,,,,,
3252,2022-11-24 01:59:54.993,,,,,,,,,,
3268,2022-10-11 09:57:42.950,,,,,,,,,,
3284,2023-01-05 07:42:33.566,,,,,,,,,,
3300,2022-11-05 19:32:17.453,,,,,,,,,,
3316,2022-11-07 14:06:28.252,,,,,,,,,,
3343,2022-12-01 02:34:16.171,274,2022-12-01 22:41:41.227,,,,,,,,
3359,2023-01-29 18:55:30.515,,,,,,,,,,
3375,2023-02-01 18:41:28.225,,,,,,,,,,
3391,2022-10-02 20:18:23.623,,,,,,,,,,
3407,2022-12-05 00:57:39.526,,,,,,,,,,
3423,2023-01-15 18:01:23.399,,,,,,,,,,
3439,2022-09-04 16:58:24.336,,,,,,,,,,
3455,2022-10-12 01:57:28.049,,,,,,,,,,
3471,2022-10-31 04:43:00.959,,,,,,,,,,
3487,2022-11-20 04:12:28.005,,,,,,,,,,
3503,2023-01-01 06:28:57.882,625,2023-01-01 13:42:18.624,370,142,2023-01-06 01:48:19.212,2023-01-22 07:35:20.417,1,1,1,1
3503,2023-01-01 06:28:57.882,625,2023-01-01 13:42:18.624,202,175,2023-01-05 06:08:17.844,2023-02-11 22:12:11.897,0,0,1,1
3519,2022-09-29 17:31:05.672,,,,,,,,,,
3535,2022-09-03 16:40:57.507,262,2022-09-03 19:07:53.687,,,,,,,,
3551,2022-10-28 01:55:43.337,,,,,,,,,,
3567,2022-11-16 19:25:05.003,,,,,,,,,,
3583,2023-01-13 21:39:51.036,,,,,,,,,,
13,2022-09-19 13:18:09.905,75,2022-09-20 06:20:27.636,,,,,,,,
29,2022-12-27 23:24:42.146,206,2022-12-28 18:48:41.886,,,,,,,,
45,2022-11-25 09:34:24.382,233,2022-11-25 16:33:17.535,,,,,,,,
61,2022-12-07 17:54:43.512,292,2022-12-08 16:31:46.420,,,,,,,,
77,2022-12-18 07:46:14.432,527,2022-12-18 09:42:29.302,285,1,2022-12-25 03:02:14.142,2023-03-27 19:37:42.357,0,0,0,0
77,2022-12-18 07:46:14.432,527,2022-12-18 09:42:29.302,220,34,2022-12-20 09:08:48.489,2023-03-13 03:05:50.945,0,0,0,0
93,2022-09-17 22:37:56.687,910,2022-09-18 04:22:00.752,,,,,,,,
109,2022-12-23 11:14:24.548,,,,,,,,,,
125,2023-01-19 17:56:07.463,,,,,,,,,,
141,2022-11-30 22:16:10.913,559,2022-12-01 15:21:45.578,,,,,,,,
157,2022-12-04 13:14:15.979,,,,,,,,,,
173,2022-09-20 02:39:22.292,,,,,,,,,,
189,2022-12-20 18:16:42.699,,,,,,,,,,
205,2022-11-02 10:44:36.049,614,2022-11-03 04:34:40.319,393,22,2022-11-10 18:35:09.259,2022-12-14 12:04:00.773,1,1,1,1
221,2022-11-10 04:35:45.101,,,,,,,,,,
237,2023-01-24 11:13:06.663,,,,,,,,,,
253,2022-10-20 18:44:57.153,,,,,,,,,,
258,2022-10-09 15:31:36.355,174,2022-10-10 12:51:28.644,,,,,,,,
274,2022-12-21 10:32:12.177,,,,,,,,,,
290,2022-10-02 04:52:01.486,446,2022-10-03 02:25:53.769,,,,,,,,
306,2023-01-08 15:46:54.351,,,,,,,,,,
322,2022-11-14 09:00:44.754,,,,,,,,,,
338,2022-11-29 13:48:50.634,,,,,,,,,,
354,2022-09-09 16:39:25.907,,,,,,,,,,
370,2022-10-31 10:04:05.409,,,,,,,,,,
386,2022-10-02 18:13:06.450,,,,,,,,,,
402,2022-09-06 03:49:06.021,384,2022-09-06 21:00:02.303,,,,,,,,
418,2022-12-19 13:39:26.805,924,2022-12-20 10:01:38.436,,,,,,,,
434,2023-01-01 22:38:25.706,,,,,,,,,,
450,2023-01-02 23:16:17.911,,,,,,,,,,
466,2022-09-12 12:08:41.513,,,,,,,,,,
482,2022-11-11 15:39:01.156,517,2022-11-12 04:34:20.657,217,405,2022-11-21 01:24:48.160,2022-12-16 16:31:09.663,1,0,2,1
482,2022-11-11 15:39:01.156,517,2022-11-12 04:34:20.657,161,306,2022-11-18 06:47:51.340,2022-12-24 23:46:21.444,1,1,2,1
498,2023-01-23 05:44:35.916,,,,,,,,,,
515,2023-01-20 23:13:29.672,703,2023-01-21 05:20:45.208,349,321,2023-01-22 03:01:04.265,2023-02-11 02:01:45.623,0,0,0,0
515,2023-01-20 23:13:29.672,703,2023-01-21 05:20:45.208,471,332,2023-01-22 01:57:51.678,2023-03-17 19:42:55.452,0,0,0,0
531,2022-11-09 10:32:10.781,,,,,,,,,,
547,2022-12-04 04:50:55.525,,,,,,,,,,
563,2022-12-06 08:32:10.470,,,,,,,,,,
579,2022-09-23 08:38:02.261,,,,,,,,,,
595,2022-11-14 20:07:31.333,,,,,,,,,,
611,2022-09-11 02:51:56.068,,,,,,,,,,
627,2022-12-30 08:27:44.980,654,2022-12-30 18:39:34.521,17,244,2023-01-07 17:39:17.330,2023-02-07 10:57:14.716,0,0,0,0
643,2022-09-11 04:07:06.580,,,,,,,,,,
659,2022-12-09 10:21:34.124,,,,,,,,,,
675,2022-11-04 04:57:03.571,,,,,,,,,,
691,2022-11-18 12:33:05.575,875,2022-11-18 19:01:07.400,,,,,,,,
707,2022-11-10 15:36:51.501,42,2022-11-10 18:17:33.604,,,,,,,,
723,2022-11-04 01:55:55.982,,,,,,,,,,
739,2022-09-25 10:14:51.347,,,,,,,,,,
755,2023-01-15 18:07:45.884,,,,,,,,,,
776,2022-10-04 02:07:24.089,,,,,,,,,,
792,2022-09-14 03:10:26.324,,,,,,,,,,
808,2022-12-12 17:21:30.197,73,2022-12-13 07:42:32.803,,,,,,,,
824,2022-11-13 00:06:37.116,,,,,,,,,,
840,2022-12-21 04:47:59.703,,,,,,,,,,
856,2022-12-07 09:43:18.505,,,,,,,,,,
872,2022-11-26 14:51:26.231,,,,,,,,,,
888,2022-11-19 23:19:36.703,,,,,,,,,,
904,2022-11-18 06:20:50.020,,,,,,,,,,
920,2022-10-22 12:45:43.107,523,2022-10-23 09:25:56.257,,,,,,,,
936,2022-09-28 23:39:27.089,,,,,,,,,,
952,2022-12-06 11:09:18.453,,,,,,,,,,
968,2023-01-26 14:41:11.450,,,,,,,,,,
984,2022-11-17 07:15:42.251,,,,,,,,,,
1000,2023-01-09 17:36:06.016,,,,,,,,,,
1016,2022-09-15 15:44:45.207,249,2022-09-16 01:09:15.895,,,,,,,,
1033,2022-10-10 02:04:28.311,737,2022-10-10 19:19:53.693,,,,,,,,
1049,2022-10-27 05:32:05.872,761,2022-10-27 15:32:50.964,290,252,2022-10-30 12:21:35.517,2022-12-12 19:34:22.887,0,0,0,0
1049,2022-10-27 05:32:05.872,761,2022-10-27 15:32:50.964,428,329,2022-10-30 06:29:15.402,2023-02-25 18:59:02.986,0,0,0,0
1065,2022-10-13 21:43:45.130,,,,,,,,,,
1081,2022-12-12 04:01:03.356,,,,,,,,,,
1097,2022-10-04 06:53:28.468,,,,,,,,,,
1113,2023-01-04 05:16:32.305,,,,,,,,,,
1129,2022-10-22 11:50:48.572,376,2022-10-22 23:01:38.726,,,,,,,,
1145,2022-12-13 04:49:04.686,,,,,,,,,,
1161,2022-11-01 11:38:04.009,,,,,,,,,,
1177,2022-09-07 14:14:23.080,,,,,,,,,,
1193,2022-10-28 23:30:11.438,,,,,,,,,,
1209,2023-01-19 23:16:37.135,,,,,,,,,,
1225,2022-11-27 22:48:59.927,,,,,,,,,,
1241,2022-09-23 01:41:40.288,,,,,,,,,,
1257,2022-10-25 09:14:51.215,,,,,,,,,,
1273,2022-12-31 04:55:43.342,,,,,,,,,,
1294,2022-12-23 07:36:59.099,,,,,,,,,,
1310,2022-12-26 07:58:28.560,,,,,,,,,,
1326,2022-12-01 16:17:35.120,,,,,,,,,,
1342,2022-12-28 01:19:17.014,98,2022-12-28 18:42:20.720,,,,,,,,
1358,2022-09-11 03:37:35.419,,,,,,,,,,
1374,2022-12-24 22:59:53.153,782,2022-12-25 06:02:19.830,277,1,2023-01-04 07:11:40.778,2023-03-27 19:37:42.357,0,0,0,0
1374,2022-12-24 22:59:53.153,782,2022-12-25 06:02:19.830,93,219,2022-12-30 20:11:13.795,2023-02-04 04:06:09.223,0,0,0,0
1390,2023-02-02 02:08:28.616,,,,,,,,,,
1406,2022-12-05 00:18:04.271,,,,,,,,,,
1422,2022-10-18 18:06:48.715,,,,,,,,,,
1438,2022-11-13 16:14:05.291,,,,,,,,,,
1454,2022-12-29 04:58:28.469,,,,,,,,,,
1470,2023-01-25 01:02:25.946,,,,,,,,,,
1486,2022-09-21 13:31:40.088,,,,,,,,,,
1502,2022-11-25 02:35:36.719,809,2022-11-25 17:20:21.227,353,105,2022-11-28 21:57:03.162,2023-01-21 19:20:42.404,1,0,1,0
1518,2022-11-24 07:14:21.641,,,,,,,,,,
1534,2022-10-20 21:24:03.918,,,,,,,,,,
1551,2022-10-04 01:50:25.972,,,,,,,,,,
1567,2022-12-06 21:44:06.551,626,2022-12-07 00:47:33.593,445,127,2022-12-19 22:23:05.226,2022-12-27 01:59:28.540,0,0,0,0
1567,2022-12-06 21:44:06.551,626,2022-12-07 00:47:33.593,223,438,2022-12-20 17:02:30.637,2023-02-13 03:41:02.456,0,0,0,0
1583,2022-09-02 00:20:48.005,,,,,,,,,,
1599,2022-12-24 14:30:25.406,,,,,,,,,,
1615,2022-10-06 07:15:03.090,459,2022-10-06 12:50:05.810,396,28,2022-10-06 16:56:27.864,2022-12-25 05:06:20.887,0,0,0,0
1631,2022-12-28 21:59:00.829,389,2022-12-29 20:56:11.933,,,,,,,,
1647,2023-01-13 07:03:57.673,,,,,,,,,,
1663,2022-11-16 02:04:17.564,,,,,,,,,,
1679,2022-10-10 07:54:34.014,,,,,,,,,,
1695,2022-12-10 11:25:31.848,,,,,,,,,,
1711,2022-12-18 01:47:06.997,,,,,,,,,,
1727,2022-12-09 19:57:25.899,,,,,,,,,,
1743,2022-12-07 01:54:20.717,239,2022-12-07 10:43:59.276,,,,,,,,
1759,2022-09-22 16:12:31.266,,,,,,,,,,
1775,2022-09-25 04:34:37.873,,,,,,,,,,
1791,2023-01-15 07:55:54.212,,,,,,,,,,
1796,2022-11-23 11:14:53.330,,,,,,,,,,
1812,2022-10-06 22:38:16.970,679,2022-10-07 03:57:20.889,456,439,2022-10-19 02:13:25.179,2023-01-26 05:13:36.246,1,1,1,1
1828,2022-09-05 09:09:58.705,,,,,,,,,,
1844,2022-10-22 21:29:03.131,,,,,,,,,,
1860,2022-10-01 13:53:41.933,,,,,,,,,,
1876,2022-10-18 07:47:52.661,,,,,,,,,,
1892,2022-09-30 14:09:24.194,,,,,,,,,,
1908,2022-10-07 17:50:12.824,,,,,,,,,,
1924,2022-12-06 09:36:27.649,856,2022-12-07 05:25:13.704,25,106,2022-12-20 13:24:48.940,2022-12-21 20:08:44.391,1,1,1,1
1940,2022-12-03 20:21:11.527,,,,,,,,,,
1956,2023-01-27 03:10:14.875,,,,,,,,,,
1972,2023-01-06 13:44:22.107,,,,,,,,,,
1988,2022-09-29 02:52:46.210,,,,,,,,,,
2004,2022-10-19 23:29:58.056,,,,,,,,,,
2020,2022-09-22 05:11:20.300,,,,,,,,,,
2036,2022-09-03 07:41:54.870,,,,,,,,,,
2053,2022-09-22 04:57:15.545,280,2022-09-22 07:58:06.679,,,,,,,,
2069,2022-09-26 15:03:54.906,,,,,,,,,,
2085,2022-10-14 07:21:54.863,821,2022-10-14 18:34:28.710,212,131,2022-10-22 20:46:03.210,2022-11-10 18:21:27.156,1,1,1,1
2101,2022-11-04 10:52:37.979,577,2022-11-05 01:47:22.862,14,142,2022-11-10 05:07:46.020,2023-01-22 07:35:20.417,1,1,2,2
2101,2022-11-04 10:52:37.979,577,2022-11-05 01:47:22.862,155,122,2022-11-18 11:24:25.109,2022-11-22 23:37:09.237,1,1,2,2
2117,2022-10-11 16:48:13.498,,,,,,,,,,
2133,2023-01-18 05:39:19.021,,,,,,,,,,
2149,2023-01-02 18:16:04.110,,,,,,,,,,
2165,2022-12-25 03:12:24.316,,,,,,,,,,
2181,2022-12-12 20:36:43.774,,,,,,,,,,
2197,2023-01-18 15:36:07.225,,,,,,,,,,
2213,2022-09-03 13:39:24.212,,,,,,,,,,
2229,2023-01-27 03:18:13.856,,,,,,,,,,
2245,2023-01-22 22:50:48.729,,,,,,,,,,
